ID,CLASS,QUESTION,LEMMA,ANSWER,TAGSET
881,부전공,이번에 부전공으로 신청했다가 이학기때 동일 전공을 이중으로 재신청가능한가요?,이번 에 부전공 으로 신청 하 었 다가 이 학기 때 동일 전공 을 이중 으로 재 신청 가능 하 ㄴ가요 ?,,
882,이중전공,"조교님 안녕하세요, 질문이 있습니다. 아직 이중전공을 바꾸진 못했는데, 만약 돌아오는 2학기때 바꾸고 싶은 이중전공수업을 듣는다면, 나중에 이중전공을 바꿨을때, 이중전공이나 부전공 학점으로 인정 받을 수 있나요?","조교 님 안녕하세요 , 질문 이 있 습니다 . 아직 이중전공 을 바꾸 지 ㄴ 못하 었 는데 , 만약 돌아오 는 2 학기 때 바꾸 고 싶 은 이중전공 수업 을 듣 는다면 , 나중 에 이중전공 을 바꾸 었 을 때 , 이중전공 이나 부전공 학점 으로 인정 받 을 수 있 나요 ?",,
883,이중전공,"설캠재학생입니다이번학기로 4학년 1학기가 끝났는데 지금 하고있는 이중전공을 부전공으로 내리고 싶은데, 학종지로 신청하나요 학과실에가서 신청하나요?? 그리고 혹시 신청 시기는 언제인가요?","설캠재 학생 이 ㅂ니다 이번 학기 로 4 학년 1 학기 가 끝나 었 는데 지금 하 고 있 는 이중전공 을 부전공 으로 내리 고 싶 은데 , 학 종지 로 신청 하나 이 요 학과 실 에 가 어서 신청 하 나요 ?? 그리고 혹시 신청 시기 는 언제 이 ㄴ가요 ?",,
884,부전공,"부전공,전공심화 변경 기간은 언제인가요?","부전공 , 전공심화 변경 기간 은 언제 이 ㄴ가요 ?",,
885,이중전공,안녕하세요! 미컴 이중전공 하고 있는 글캠생입니다. 세부전공학점교류 이수구분신청하려는데 설캠학종지에 가야하나요 글캠학종지에 가야하나요?,안녕하세요 ! 미 컴 이중전공 하 고 있 는 글캠생 이 ㅂ니다 . 세부 전공 학점 교류 이수 구분 신청 하 려는데 설캠학종지 에 가 야 하 나요 글캠학종지 에 가 야 하 나요 ?,,
886,이중전공,"(필독) 졸업예정자 졸업요건 충족여부 필수 확인사항!13학번 기준! (타 학번은 졸업기준 다를 수 있으므로 수강편람 따로 참고하세요)(1) 졸업에 필요한 이수학점 수 충족1전공-54 2전공-54 실용외국어-4 교양-22(2) 전공(이중전공) 필수 교과목 , 교양 필수 교과목 이수 여부 확인전공(이중전공) 필수 교과목 여부는 각각 해당 전공에 맞추어 수강편람 확인13학번 전교생 공통 해당 교양 필수 교과목1.글쓰기 2학점2.신입생세미나, 진로설계세미나, 진로개발세미나1, 진로개발세미나2(3) 전공 및 이중전공 졸업시험 패스(종정시에 졸업요","( 필독 ) 졸업 예정 자 졸업 요건 충족 여부 필수 확인 사항 ! 13 학번 기준 ! ( 타 학번 은 졸업 기준 다르 ㄹ 수 있 으므로 수강 편 이 람 따로 참고 하 시 어요 )( 1 ) 졸업 에 필요 하 ㄴ 이수 학점 수 충족 1 전공 - 54 2 전공 - 54 실용 외국어 - 4 교양 - 22 ( 2 ) 전공 ( 이중전공 ) 필수 교과목 , 교양 필수 교과목 이수 여부 확인 전공 ( 이중전공 ) 필수 교과목 여부 는 각각 해당 전공 에 맞추 어 수강 편 이 람 확인 13 학번 전교 생 공통 해당 교양 필수 교과목 1 . 글 쓰 기 2 학점 2 . 신입 생 세미나 , 진로 설계 세미나 , 진로 개발 세미나 1 , 진로 개발 세미나 2 ( 3 ) 전공 및 이중전공 졸업 시험 패스 ( 종정 시 에 졸업 요",,
887,이중전공,조교님 안녕하세요제가 후기이중전공 희망하고 있는데 7-8학기 신청하고 8학기까지 부전공으로 졸업 할 수 있는 학점을 다 채웠을때 부전공이 21이 충족 되어야 하잖아요 근데 21보다 더 넘게 40이나 그 정도로 채웠을때 이것도 후기 이중전공 승인 될경우 후기이중전공 학점으로 넘어가서 나머지 학점만 채우면 되는건가요?,조교 님 안녕하세요 제 가 후기 이중전공 희망 하 고 있 는데 7 - 8 학기 신청 하 고 8 학기 까지 부전공 으로 졸업 하 ㄹ 수 있 는 학점 을 다 채우 었 을 때 부전공 이 21 이 충족 되 어야 하 잖아요 근데 21 보다 더 넘 게 40 이나 그 정도 로 채우 었 을 때 이것 도 후기 이중전공 승인 되 ㄹ 경우 후기 이중 전공 학점 으로 넘어가 어서 나머지 학점 만 채우 면 되 는 거 이 ㄴ가요 ?,,
888,이중전공,"안녕하세요 조교님 !현재 2-1학기 재학중이고 ,이중전공 1-2때 신청한거 떨어졌는데 내년에 열리는 이중전공신청을 하거나아니면 2학기때 원하는이중전공 수업을 듣고 이중으로 올려도되는부분인가요??","안녕하세요 조교 님 ! 현재 2 - 1 학기 재학 중 이 고 , 이중전공 1 - 2 때 신청 하 ㄴ 거 떨어지 었 는데 내년 에 열리 는 이중전공 신청 을 하 거나 아니 면 2 학기 때 원하 는 이중 전공 수업 을 듣 고 이중 으로 올리 어도 되 는 부분 이 ㄴ가요 ??",,
889,이중전공,전공필수 과목 하나가 점수가 낮아서 내년에 재수강할건데요 재수강할 과목도 2학년 이중전공 할때 포함해서 학점이 계산되나요?,전공 필수 과목 하나 가 점수 가 낮 어서 내년 에 재수강 하 ㄹ 거 이 ㄴ데요 재수강 하 ㄹ 과목 도 2 학년 이중전공 하 ㄹ 때 포함 하 어서 학점 이 계산 되 나요 ?,,
890,이중전공,인녕하세요 조교님! 에프를 받고 재수강해도 에프는 계속 남아있다고 들었는데 재수강하면 전 학기의 평점 등이 다 사라진다는 얘기는 무엇인가요?그리고 만약 전자의 경우가 맞다면 에프받고 재수강해서 에이제로가 나왔다 하더라도 이중전공을 신청할 때 큰 영향을 주나요...?,인녕하세 요 조교 님 ! 에프 를 받 고 재수강 하 어도 에프 는 계속 남 어 있 다고 듣 었 는데 재수강 하 면 전 학기 의 평점 등 이 다 사라지 ㄴ다는 얘기 는 무엇 이 ㄴ가요 ? 그리고 만약 전자 의 경우 가 맞 다면 에프 받 고 재수강 하 어서 에이 제로 가 나오 었 다 하 더라도 이중전공 을 신청 하 ㄹ 때 크 ㄴ 영향 을 주 나요 ...?,,
891,이중전공,안녕하세요 조교님!저는 자선학점이 필요가 없는데 이중전공을 한번바꿔서 이전에 듣던 이중전공의 학점이 자선학점으로 들어가게 되었습니다그런데 이 자선학점 받은게 너무 낮아서 평점을 깍아먹네요.. 혹시 이 과목을 제 총 평점에 안들어가게 하는 것도 가능한가요??,안녕하세요 조교 님 ! 저 는 자선 학점 이 필요 가 없 는 데 이중전공 을 한 번 바꾸 어서 이전 에 듣 던 이중전공 의 학점 이 자선 학점 으로 들어가 게 되 었 습니다 그런데 이 자선 학점 받 은 게 너무 낮 어서 평점 을 깍 어 먹 네요 .. 혹시 이 과목 을 저 의 총 평점 에 안 들어가 게 하 는 것 도 가능 하 ㄴ가요 ??,,
892,전공심화,"조교님! 안녕하세요.. 질문이 있습니다! 전공심화(단일 전공) 인 사람은 최소 이수 학점이 전공 70, 교양 외국어 6 , 교양 26으로 되어 있는데,  졸업 최소 학점이 134학점이니 남는 32학점은 교양이던 전공이던 아무 걸로나 채우면 되는 건가요?","조교 님 ! 안녕하세요 .. 질문 이 있 습니다 ! 전공심화 ( 단일 전공 ) 이 ㄴ 사람 은 최소 이수 학점 이 전공 70 , 교양 외국어 6 , 교양 26 으로 되 어 있 는데 , 졸업 최소 학점 이 134 학점 이 니 남 는 32 학점 은 교양 이 던 전공 이 던 아무 거 ㄹ로 나 채우 면 되 는 거 이 ㄴ가요 ?",,
893,이중전공,"8월 졸업을 앞두고 있는 13학번입니다. 졸업의 필수 3가지 조건이 아래와 같나요?1. 졸업이수학점수료 ( 1전공-54학점 이중전공-54학점 교양-22학점 실용외국어-4학점 하여 총 134학점)2. 1전공 졸업여건, 이중전공 졸업요건 제출3. 졸업 외국어 인증(토익)항상 고생하십니다.","8월 졸업 을 앞두 고 있 는 13 학번 이 ㅂ니다 . 졸업 의 필수 3 가지 조건 이 아래 와 같 나요 ? 1 . 졸업 이수 학점 수료 ( 1 전공 - 54 학점 이중전공 - 54 학점 교양 - 22 학점 실용 외국어 - 4 학점 하 어 총 134 학점 ) 2 . 1 전공 졸업 여건 , 이중전공 졸업 요건 제출 3 . 졸업 외국어 인증 ( 토익 ) 항상 고생 하 시 ㅂ니다 .",,
894,이중전공,"현재 3-1학기를 마치고 부전공변경을 고민하고있습니다.A전공을 이중전공하고있는데 B전공으로 부전공변경을 하고싶다면, 부전공신청기간에 그냥 신청하면되는건가요? 따로 절차가있는건가요.그렇다면 7월에 부전공변경 후 바로 8월의 수강신청때 부전공으로서 수업을 들을수있게되는건가요?부탁드립니다 ㅠㅠ감사합니다.","현재 3 - 1 학기 를 마치 고 부전공 변경 을 고민 하 고 있 습니다 . A 전공 을 이중전공 하 고 있 는데 B 전공 으로 부전공 변경 을 하 고 싶 다면 , 부전공 신청 기간 에 그냥 신청 하 면 되 는 거 이 ㄴ가요 ? 따로 절차 가 있 는 거 이 ㄴ가요 . 그렇 다면 7월 에 부전공 변경 후 바로 8월 의 수강 신청 때 부전공 으로서 수업 을 듣 을 수 있 게 되 는 거 이 ㄴ가요 ? 부탁 드리 ㅂ니다 ㅠㅠ 감사 하 ㅂ니다 .",,
895,이중전공,안녕하세요 조교님...!!이번 이중전공 신청기간에 이중전공을 신청한 편입생입니다. 원래는 일반적으로 이중전공은 1학년들이 2학기를 마치고 겨울에 배정되는것이 일반적이라고 들었는데요...이번엔 여름에 배정되는거잖아요. 그럼 이번 신청기간에 신청하는 사람들이 겨울에 배정받는 사람보다 상대적으로 적어서 인기있는과도 비교적 배정되기 쉽나요...?아니면 그만큼 티오가 적게 나와서 난이도는 비슷한가요??,안녕하세요 조교 님 ...!! 이번 이중전공 신청 기간 에 이중전공 을 신청 하 ㄴ 편입 생 이 ㅂ니다 . 원래 는 일반 적 으로 이중전공 은 1 학년 들 이 2 학기 를 마치 고 겨울 에 배정 되 는 것 이 일반 적 이 라고 듣 었 는데요 ... 이번 에 ㄴ 여름 에 배정 되 는 거 이 잖아요 . 그럼 이번 신청 기간 에 신청 하 는 사람 들 이 겨울 에 배정 받 는 사람 보다 상대 적 으로 적 어서 인기 있 는 과 도 비교 적 배정 되 기 쉽 나 요 ...? 아니 면 그만큼 티오 가 적 게 나오 어서 난이도 는 비슷 하 ㄴ가요 ??,,
896,이중전공,"안녕하세요 조교님!저는 현재 2학년 1학기를 다니고 있는데요, 작년 겨울에 경영 시험에 떨어져서 부전공인 상태입니다. 그런데 이번 여름에 경영 시험 신청하는 시기를 놓쳐서요ㅠ만약 이번 기회를 놓치면 후기 이중전공으로밖에 못하는건가요??이중전공으로 올릴 수 있는 시기가 정확히 언제까지인가요?","안녕하세요 조교 님 ! 저 는 현재 2 학년 1 학기 를 다니 고 있 는데요 , 작년 겨울 에 경영 시험 에 떨어지 어서 부전공 이 ㄴ 상태 이 ㅂ니다 . 그런데 이번 여름 에 경영 시험 신청 하 는 시기 를 놓치 어서 이 요 ㅠ 만약 이번 기회 를 놓치 면 후기 이중전공 으로 밖에 못 하 는 거 이 ㄴ가요 ?? 이중전공 으로 올리 ㄹ 수 있 는 시기 가 정확히 언제 까지 이 ㄴ가요 ?",,
897,이중전공,"조교님 안녕하세요. 4학년이라 슬슬 졸업준비를 해야하는 시기입니다. 각 학과별 졸업요건은 각 학과에 문의하는게 제일 정확하나요? 예를 들어, eicc를 이중전공하는 학생인데 이중생이면 토익점수만 넘으면 되는건가요?아니면 영어대 본전공생들처럼 한자난 한국어나 다른 제2외국어 점수가 필요한건가요?항상 감사드립니다.","조교 님 안녕하세요 . 4 학년 이 라 슬 슬 졸업 준비 를 하 어야 하 는 시기 이 ㅂ니다 . 각 학과 별 졸업 요건 은 각 학과 에 문의 하 는 것 이 제일 정확 하 나요 ? 예 를 들 어 , eicc 를 이중전공 하 는 학생 이 ㄴ데 이 중생 이 면 토익 점수 만 넘 으면 되 는 거 이 ㄴ가요 ? 아니 면 영어 대 본전 공생 들 처럼 한자 난 한국어 나 다른 제 2 외국어 점수 가 필요 하 ㄴ 거 이 ㄴ가요 ? 항상 감사 드리 ㅂ니다 .",,
898,이중전공,안녕하세요! 조교님! 이번에 제가 경영을 부전공을 하고 다음학기 때 이중전공을 하고 싶습니다! 1. 부전공으로 이수했던 학점은 이중전공할 때 인정되는 건 지2. 경영학과가 글캠이랑 설캠 다 있는 데 이중전공과 부전공을 다 자신의 캠퍼스에서 다녀야 되는 건지도 궁금합니다!감사합니다:),안녕하세요 ! 조교 님 ! 이번 에 제가 경영 을 부전공 을 하 고 다음 학기 때 이중전공 을 하 고 싶 습니다 ! 1 . 부전공 으로 이수 하 었 던 학점 은 이중전공 하 ㄹ 때 인정 되 는 거 이 ㄴ 지 2 . 경영학과 가 글캠 이랑 설 캠 다 있 는 데 이중전공 과 부전공 을 다 자신 의 캠퍼스 에서 다니 어야 되 는 거 이 ㄴ지 도 궁금 하 ㅂ니다 ! 감사 하 ㅂ니다 : ),,
899,이중전공,안녕하세요 조교님. 지금 이중전공 신청기간인데 경쟁률과 티오는 어떻게 확인하나요? 신청하는 곳에서는 아무리 눌러봐도 안나오더라고요. 따로 볼 수 있는 곳이 있나요? 아니면 신청기간 이후에 확인할 수 있는 건가요?,안녕하세요 조교 님 . 지금 이중전공 신청 기간 이 ㄴ데 경쟁 률 과 티오 는 어떻 게 확인 하 나요 ? 신청 하 는 곳 에서 는 아무리 누르 어 보 어도 안 나오 더라고요 . 따로 보 ㄹ 수 있 는 곳 이 있 나요 ? 아니면 신청 기간 이 후 에 확인 하 ㄹ 수 있 는 거 이 ㄴ가요 ?,,
900,이중전공,안녕하세요! 학사공지에 1학년 2학기 재학생은 이중전공을 2지망 신청가능하다는데 신청페이지에서는 1지망부터 신청하게 되어있어요.. 그냥 1지망 신청하면 되는건가요?,안녕하세요 ! 학사 공지 에 1 학년 2 학기 재학 생 은 이중전공 을 2 지망 신청 가능 하 다는데 신청 페이지 에서 는 1 지망 부터 신청 하 게 되 어 있 어요 .. 그냥 1 지망 신청 하 면 되 는 거 이 ㄴ가요 ?,,
901,부전공,안녕하세요. 조교님!자선을 부전공 과목으로 신청하는 것에 관해 문의드립니다. 이번 학기에 듣는 자선을 부전공으로 신청해야하는데 졸업 전에만 신청하면 되나요? 기간이 정해져 있는 것인지 궁금합니다!,안녕하세요 . 조교 님 ! 자선 을 부전공 과목 으로 신청 하 는 것 에 관해 문의 드리 ㅂ니다 . 이번 학기 에 듣 는 자선 을 부전공 으로 신청 하 어야 하 는데 졸업 전 에 만 신청 하 면 되 나요 ? 기간 이 정하 어 지 어 있 는 것 이 ㄴ지 궁금 하 ㅂ니다 !,,
902,이중전공,안녕하세요 조교님:)이번 계절학기에 수강신청을 했는데전공 개설과목을 이중전공생이 수강해도 문제가 없을까요?,안녕하세요 조교 님 : ) 이번 계절 학기 에 수강 신청 을 하 었 는데 전공 개설 과목 을 이중전공 생 이 수강 하 어도 문제 가 없 을까요 ?,,
903,이중전공,"조교님! 제가 현재 경제학부 이중전공 중인데,부전공으로 내릴 계획입니다.다만, 이중전공이 부전공에 비해서 전공 잡기가 더 편해다보니 최대한 이중으로 가지고 가다가 끝물에 부전으로 내리려고 하는데혹시 이런 생각에 오류나 제약이 있을까요?","조교 님 ! 제 가 현재 경제 학부 이중전공 중 이 ㄴ데 , 부전공 으로 내리 ㄹ 계획 이 ㅂ니다 . 다만 , 이중전공 이 부전공 에 비하 어서 전공 잡 기 가 더 편하 어 하 다 보 니 최대한 이중 으로 가지 고 가 다가 끝 물 에 부전 으로 내리 려고 하 는데 혹시 이런 생각 에 오류 나 제약 이 있 을까요 ?",,
904,이중전공,조교님 이중전공 변경 기간에 변경 신청을 했는데 관련부서에 연락하면 변경 취소가 가능할까요?ㅠ 급하게 알아야하는데 시간도 늦었고 곧 주말이라 관련부서에 물어볼 수가 없어서 여쭤봅니다ㅠ,조교 님 이중전공 변경 기간 에 변경 신청 을 하 었 는데 관련 부서 에 연락 하 면 변경 취소 가 가능 하 ㄹ까요 ? ㅠ 급하 게 알 어야 하 는데 시간 도 늦 었 고 곧 주말 이 라 관련 부서 에 묻 어 보 ㄹ 수 가 없 어서 여쭈 어 보 ㅂ니다 ㅠ,,
905,이중전공,"조교님 항상 수고 많으십니다.저는 올해 편입한 학생이구요, 이중전공 관련해서 질문이 몇가지 있습니다.1. 우선 경영 이중전공 희망하고 있는데 기준이 있더라구요. 제가 현재 영어성적도 없고 경영시험도 준비가 되어 있지 않아서 가능하다면 다음 신청 때 하고싶은데 그게 가능한가요? 4학년때 이중을 신청하고 추가학기를 다닐수가 있나요? 아니면 신청할 수 있는 기회가 이번 한번 뿐인가요?2. 제가 알기론 부전공은 이중전공과 달리 그냥 신청하면 다 되고, 학점 이수하면 되는건데 맞나요? 그럼 부전공으로 신청해서 학점 따고 나중에 후기이중으로 신청해서 이중전공변경할 수 ","조교 님 항상 수고 많 으시 ㅂ니다 . 저 는 올해 편입 하 ㄴ 학생 이 구요 , 이중전공 관련 하 어서 질문 이 몇 가지 있 습니다 . 1 . 우선 경영 이중전공 희망 하 고 있 는 데 기준 이 있 더라구요 . 제 가 현재 영어 성적 도 없 고 경영 시험 도 준비 가 되 어 있 지 않 어서 가능 하 다면 다음 신청 때 하 고 싶 은데 그 게 가능 하 ㄴ가요 ? 4 학년 때 이중 을 신청 하 고 추가 학기 를 다니 ㄹ 수 가 있 나요 ? 아니 면 신청 하 ㄹ 수 있 는 기회 가 이번 한 번 뿐 이 ㄴ가요 ? 2 . 제 가 알 기 로 ㄴ 부전공 은 이중전공 과 달리 그냥 신청 하 면 다 되 고 , 학점 이수 하 면 되 는 거 이 ㄴ데 맞 나요 ? 그럼 부전공 으로 신청 하 어서 학점 따 고 나중 에 후기이중 으로 신청 하 어서 이중전공 변경 하 ㄹ 수",,
906,부전공,조교님 안녕하세요 저는 13학번 4-1재학중입니다. 제가생각하는게 맞는지 궁금해서요. 제 학점상태는 (전공57/부전공30/교양27/실외5(교양외국어로 1개재수강했음)/자선3) 총 122학점 입니다. 부전공으로 졸업한다면 54/21/22/4/33 총 134로 알고있는데 각항목에서 초과된학점들은 자동 자선인가요? 그렇다면 저는 아무거나 12학점 채우면되는건가요?,조교 님 안녕하세요 저 는 13 학번 4 - 1 재학 중 이 ㅂ니다 . 제 가 생각 하 는 것 이 맞 는지 궁금 하 어서 요 . 저 의 학점 상태 는 ( 전공 57 / 부전공 30 / 교양 27 / 실 외 5 ( 교양 외국어 로 1 개 재 수강 하 었 음 ) / 자선 3 ) 총 122 학점 이 ㅂ니다 . 부전공 으로 졸업 하 ㄴ다면 54 / 21 / 22 / 4 / 33 총 134 로 알 고 있 는데 각 항목 에서 초과 되 ㄴ 학점 듣 은 자동 자선 이 ㄴ가요 ? 그렇 다면 저 는 아무 거 나 12 학점 채우 면 되 는 거 이 ㄴ가요 ?,,
907,이중전공,"조교님 안녕하세요. 수고가 많으십니다:) 저는 이중전공으로 eicc를 수강하고 있는 학생인데, 전공으로 인정되는 전공교양 목록은 어디서 찾을 수 있는건가요?","조교 님 안녕하세요 . 수고 가 많 으시 ㅂ니다 : ) 저 는 이중전공 으로 eicc 를 수강 하 고 있 는 학생 이 ㄴ데 , 전공 으로 인정 되 는 전공 교양 목록 은 어디 서 찾 을 수 있 는 거 이 ㄴ가요 ?",,
908,이중전공,이번에 이중전공을 신청하려고 합니다.1. 34학점 이상이 되어야 유리하다고 하는데 제가 지금 31학점 입니다. 경제학과 같은 경우 이중 신청 시 시험도 본다고 했는데 시험 잘 봐서 부족 학점을 커버할 수 있을까요ㅠ?2. 이번에 계절학기를 들어서 34이상으로 만들면 이중전공 신청시 학점으로 인정되나요?감사합니다!,이번 에 이중전공 을 신청 하 려고 하 ㅂ니다 . 1 . 34 학점 이상 이 되 어야 유리 하 다고 하 는데 제 가 지금 31 학점 이 ㅂ니다 . 경제학 과 같 은 경우 이 중 신청 시 시험 도 보 ㄴ다고 하 었 는데 시험 잘 보 어서 부족 학점 을 커버 하 ㄹ 수 있 을까요 ㅠ ? 2 . 이번 에 계절 학기 를 들 어서 34 이상 으로 만들 면 이중전공 신청 시 학점 으로 인정 되 나요 ? 감사 하 ㅂ니다 !,,
909,이중전공,여쭤볼게 있어 글써욯ㅎㅎ제가 지금 3헉년 1학기인데 이중전공을 신청하고 싶습니다근데 아직 신청을 안했는데미리 이중전공할 학과의 전공 수업을 들어도 이중전공 학점으로 인정이 되나요??,여쭈 어 보 ㄹ게 있 어 글써욯 ㅎㅎ 제 가 지금 3헉 년 1 학기 이 ㄴ 데 이중전공 을 신청 하 고 싶 습니다 근데 아직 신청 을 안 하 었 는데 미리 이중전공 하 ㄹ 학과 의 전공 수업 을 듣 어도 이중전공 학점 으로 인정 이 되 나요 ??,,
910,이중전공,조교님 항상 수고가 많으십니다..다른이 아니라 제가 이중전공을 변경하려고하는데 처음 선택했던 A전공을 1학년 2학기말이 아닌 2학년 1학기말에 신청을 했습니다. 그리고 1년후 B전공으로 이중전공변경신청을 하려했으나 제가 이미 변경이력이 있다고 신청이 안됐고요.. 학종지에 가서 여쭤보니 3학기 이후에 신청한건 무조건 변경으로 남는다고하는데 혹시 수강편람에 이러한 내용이 있나요?변경한적이없는데 변경했다고 하는건 말이 안되잖아요... 이제 변경은 무조건 부전공이나 전공심화밖에안되는건가요,조교 님 항상 수고 가 많 으시 ㅂ니다 .. 다른 이 아니 라 제가 이중전공 을 변경 하 려고 하 는데 처음 선택 하 었 던 A 전공 을 1 학년 2 학기 말 이 아니 ㄴ 2 학년 1 학기 말 에 신청 을 하 었 습니다 . 그리고 1 년 후 B 전공 으로 이중전공 변경 신청 을 하 려 하 었 으나 제가 이미 변경 이력 이 있 다고 신청 이 안 되 었 고요 .. 학종지 에 가 어서 여쭈 어 보 니 3 학기 이후 에 신청 하 ㄴ 거 ㄴ 무조건 변경 으로 남 는다고 하 는데 혹시 수강편람 에 이러 하 ㄴ 내용 이 있 나요 ? 변경 하 ㄴ 적 이 없 는데 변경 하 었 다고 하 는 거 ㄴ 말 이 안 되 잖아요 ... 이제 변경 은 무조건 부전공 이나 전공심화 밖에 안 되 는 거 이 ㄴ가 요,,
911,부전공,안녕하세요. 본전공+전공심화(부전공은 안해요) 이면 전공심화 학점은 전공학점에서만 채워야 하는거 맞나요?,안녕하세요 . 본 전공 + 전공심화 ( 부전공 은 안 하 어요 ) 이면 전공심화 학점 은 전공 학점 에서 만 채우 어야 하 는 거 맞 나요 ?,,
912,이중전공,"조교님! 이중전공에 재수강을 해야 하는 과목이 있는데, 이중전공 취소를 하면 이후에 그 과목 재수강 못 하나요? 안고 가야 해요? 감사합니다","조교 님 ! 이중전공 에 재수강 을 하 어야 하 는 과목 이 있 는데 , 이중전공 취소 를 하면 이후 에 그 과목 재수강 못 하 나요 ? 안고 가 어야 하 어요 ? 감사 하 ㅂ니다",,
913,이중전공,"안녕하세요 조교님!현재 7학기를 이수중이고, 9학기 졸업을 생각하고 있는 학생입니다.다름이 아니라, 현재 경영학을 이중전공으로 하고 있는데 부전공으로 내리려고 합니다.이때, 부전공일 때의 학점을 모두 이수한 다음에, 졸업직전에 부전공으로 바꾸고 싶은데 괜찮을까요?학종지에 직접 가서 제출해야 하는 서류는 없는 걸까요?제 계획은 아래와 같습니다!7학기 - 경영학 이중전공8학기 - 부전공 졸업요건을 맞추기 위해 학점 이수9학기 - 부전공 졸업요건을 맞추기 위해 학점 이수 + 이중전공을 부전공으로 변경감사합니다!","안녕하세요 조교 님 ! 현재 7 학기 를 이수 중 이 고 , 9 학기 졸업 을 생각 하 고 있 는 학생 이 ㅂ니다 . 다르 ㅁ 이 아니 라 , 현재 경영학 을 이중전공 으로 하 고 있 는 데 부전공 으로 내리 려고 하 ㅂ니다 . 이 때 , 부전공 일 ㄹ 때 의 학점 을 모두 이수한 다음 에 , 졸업 직전 에 부전공 으로 바꾸 고 싶 은데 괜찮 을까요 ? 학종지 에 직접 가 어서 제출 하 어야 하 는 서류 는 없 는 거 이 ㄹ까요 ? 저 의 계획 은 아래 와 같 습니다 ! 7 학기 - 경영학 이중전공 8 학기 - 부전공 졸업 요건 을 맞추 기 위하 어 학점 이 수 9 학기 - 부전공 졸업 요건 을 맞추 기 위하 어 학점 이 수 + 이중전공 을 부전공 으로 변경 감사 하 ㅂ니다 !",,
914,이중전공,"조교님 안녕하세요! 후기 이중전공 관련하여 글을 남깁니다.현재 6학기째이고 다음학기가 7학기째입니다. 현재 하고 있는 이중전공을 오는 7월에 다른 부전공으로 바꾼뒤 후기 이중전공으로 올릴 예정입니다.후기이중전공에 대해 알아보니 8학기때 까지 들어야하는 학점을 모두 들어야지 학교측에서 후기 이중전공을 승인해준다는 조교님의 답변을 보았습니다.여기서 ‘8학기때까지 들어야하는 학점은 몇학점’인지요? 전공/부전공/교양/ 등등 으로 나눠서 알려주시면 감사하겠습니다. 참고로 저는 14학번입니다(이중전공 54학점이수) 부전공 이수 기준으로, 전공 54 부전공 21 교","조교 님 안녕하세요 ! 후기 이중전공 관련 하 어 글 을 남기 ㅂ니다 . 현재 6 학기 째 이 고 다음 학기 가 7 학기 째 이 ㅂ니다 . 현재 하 고 있 는 이중전공 을 오 는 7 월 에 다른 부전공 으로 바꾸 ㄴ 뒤 후기 이중전공 으로 올리 ㄹ 예정 이 ㅂ니다 . 후기 이중 전공 에 대하 어 알아보 니 8 학기 때 까지 들 어야 하 는 학점 을 모두 듣 어야지 학교 측 에서 후기 이중전공 을 승인 하 어 주 ㄴ다는 조교 님 의 답변 을 보 었 습니다 . 여기 서 ‘ 8 학기 때 까지 들 어야 하 는 학점 은 몇 학점 ’ 이 ㄴ지요 ? 전공 / 부전공 / 교양 / 등등 으로 나누 어서 알리 어 주 시 면 감사 하 겠 습니다 . 참고 로 저 는 14 학번 이 ㅂ니다 ( 이중전공 54 학점 이 수 ) 부전공 이 수 기준 으로 , 전공 54 부전공 21 교",,
915,부전공,조교님 ! 부전공신청기간은 언제인가요?,조교 님 ! 부전공 신청 기간 은 언제 이 ㄴ가요 ?,,
916,이중전공,조교님 안녕하세요!저는 경영학 부전공 하는 학생인데 처음에 이중전공 시험 떨어져서 부전공 되고 학교에서 전공심화 아닌 부전공 생기면서 그거 신청했는데 이중 변경 신청이 불가능한가요?,조교 님 안녕 하 시 어요 ! 저 는 경영학 부전공 하 는 학생 이 ㄴ데 처음 에 이중전공 시험 떨어지 어서 부전공 되 고 학교 에서 전공심화 아니 ㄴ 부전공 생기 면서 그거 신청 하 었 는데 이 중 변경 신청 이 불 가능 하 ㄴ가요 ?,,
917,이중전공,조교님!!제가 이중전공을 원래 다른걸 하다가 미컴 부전으로 바꾸고싶어서 들어가봤는데제가 하고싶은 방송 뉴미디어 전공은 안뜨더라고요그건 그냥 티오가 안나서 그런건가요??오늘까지던데 부전공으로도 방송뉴미디어로못바구나요??,조교 님 !! 제가 이중전공 을 원래 다른 거 ㄹ 하 다가 미 컴 부 전 으로 바꾸 고 싶 어서 들어가 어 보 었 는데 제 가 하 고 싶 은 방송 뉴 미디어 전공 은 안뜨더라고요 그거 ㄴ 그냥 티오 가 안 나 어서 그렇 ㄴ 거 이 ㄴ가요 ?? 오늘 까지 던데 부전공 으로 도 방송뉴미디어로못바구 나요 ??,,
918,이중전공,지금 2학년1학기 다니고 있는데요이중전공 변경안하고 그대로 뒀다가2학년2학기 11월에 해도 되는거죠?,지금 2 학년 1 학기 다니 고 있 는데요 이중전공 변경 안 하 고 그대로 두 었 다가 2 학년 2 학기 11 월 에 해도 되 는 거 이 죠 ?,,
