,내용,댓글,댓글쓴이,대댓글여부,id
1150,안녕하세요 조교님자선학점이 정확히 뭔가요?!,"['전공, 이중, 부전, 교양 어디에도 속하지 않는 학점을 자유선택 학점이라고 합니다 예를 들어 A전공을 이중으로 하고 있는 상태에서 B전공으로 이중을 바꾼다면 그 동안 들은 A전공 학점들은 모두 자선으로 전환됩니다', '단 자선은 졸업필수요건이 아니기 때문에 영역별 최소 이수학점과 총졸업학점을 충족하게 된다면 자선이 0학점이어도 졸업요건은 갖추게 됩니다']","['에타조교', '에타조교']","['parent', 'parent']",86752241
1151,"안녕하세요 조교님 :)등록 휴학에 관해 문의하고자 합니다.학교에 문의해봤지만 담당 선생님의 부재로, 명확한 답을 듣지 못하였습니다.ㅠ등록휴학의 경우, 개강 첫날에 진행하더라도 등록금을 추가로 납부해야하나요? 아니면 개강 일주일  후까지는 등록휴학이 가능한 것으로 전해들었는데 그 일주일간 등록휴학을 할경우에는 이후 추가적인 등록금을 내지 않는 건가요?감사합니다!","['방학 중 실시되는 등록기간에 납부를 하든, 개강 직후 추가등록기간에 납부를 하든 휴학 신청을 한 상태에서 등록금을 내면 등록휴학이 됩니다']",['에타조교'],['parent'],86729532
1152,안녕하세요 조교님 ! 과에서 제가 몇 등인지 알고 싶어서 그러는데 과사에 전화하면 답변해주시나요?,['방학 중 성적장학금 선발을 할 때 성적리스트가 학과로 배부되기는 합니다 거기서 학년별 등수 및 평점을 확인할 수 있기는 한데 그건 민감한 개인정보라서 설령 본인이더라도 유선상으로는 함부로 확인해주지 않습니다 학과에 직접 찾아가서 문의해보시는 게 좋을 것 같습니다'],['에타조교'],['parent'],86720251
1153,안녕하세요 조교님휴학생인데 아직 복학신청 안하고 수강신청만 해놨는데요!아직 등록금 납부 안한 상태로 수업 나가도 괜찮나요?출석부에 제 이름이 뜨나요?그리고 수강신청 해놓은 것은 언제 사라지나요?,['휴복학 여부와 상관 없이 수강신청을 해두면 출석부에 이름이 올라가며 수업 수강도 가능합니다 그러나 학기 1/4 이후(추가등록기간 이후)까지 등록을 하지 않으면 수강신청내역이 일괄 삭제되니 그 전에 복학신청을 하시길 바랍니다'],['에타조교'],['parent'],86692954
1154,조교님 안녕하십니까! 맨날 눈팅만 하다가 저도 이렇게 질문하게 되네여...?? 전공이랑 이중전공에서 강의명이 똑같은 같은 강의가 있는데요! (예를 들면 전공 &이중전공 둘다  ‘에브리타임’이라는 강의가 개설되어있는 식으로요) 근데 강의명만 같지 학수번호는 아예 완전히 다르고 수강편람에도 따로 적혀있지 않았어요! 그럼 이름만 같고 다른 강의로 봐도 될까요?,"['수업명이 같더라도 다른 수업으로 구분되는 경우는 있지만 이건 별도의 확인이 필요합니다 수강편람 마지막 페이지의 수강유의교과목현황에서 동일교과목 파트를 확인바랍니다', '조교님! 동일 교과목 파트에도 없다면 다른 수업인가요?!', '그럼 다른수업 맞습니다', '늦은시간인데 정말 감사합니다ㅠㅠ']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",86673501
1155,안녕하세요 조교님!!저는 지금 해외에 있고 다음 학기는 복학 예정입니다이번에 수강신청을 하는데 해외 인터넷 속도가 불안해서 군휴학을 한 친구 아이디를 빌려서 한국에 있는 제친구에게 부탁해서 제 아이디와 군휴학한 친구 아이디 이렇게 두개로 수강신청을 했는데요 그걸 아직 제 아이디로 옮기지 못했습니다ㅠ 개강하고 오티주에 수업을 옮겨담아도 괜찮을까요??군휴학한 친구에게복학신청하라는 문자메세지가 왔다고해서요ㅠㅠ그때 옮겨담으면 친구에게 피해가는일 없는거맞나요??,['휴학 중인 상태에서 수강신청을 했으니 학기를 이수할거면 복학신청을 하라고 문자가 온겁니다 무시하고 내버려두면 학기 1/4후에 친구분의 수강신청 내역이 일괄 삭제되는데 어차피 그 전인 오티주에 수업을 옮기실테니 문제되는건 없습니다'],['에타조교'],['parent'],86642835
1156,조교님 현재 1학년인데 33학점 이수할거 같습니다.1학년은 필수로 34학점 이수해야한다고 알고 있는데저는 1점이 모자랍니다. 그렇다면 학사경고를 받게되는 건가요?ㅜㅜ,"['그건 1학년 수료를 위한 기준이긴한데 딱히 의무는 아닙니다 학사경고를 받는것도 아니고 학년 진급하는데 문제도 없습니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86642042
1157,안녕하세요 조교님!휴학은 최대 몇년까지 가능한가요?,"['일반휴학은 최대 3년까지 가능합니다', '감사합니다 :) 연속으로 3년까지 가능한건가요?!', '연속으로 하든 나눠서 하든 그건 상관없습니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",86639988
1158,안녕하세요 조교님이번에 2학년 2학기로 복학하는 16입니다 영어학과가 이중인데 과 명칭이 바뀌었더라고요 18학번 분들때부터 라고 들었는데 맞나요?아무튼 이번 2학년수업은 Ellt학과로 수강신청했는데 내년엔 18학번 분들도 3학년이 되시잖아요 그러면 Ellt학과 수업이 3학년도 생길텐데 그럼 영어학과 수업은 3학년꺼가 없게 되는건가요?? 마치 이번에 2학년 영어학과 과목이 없던거처럼..종합정보 시스탬으론 영어학과로 이중전공이 떠서 여쭤봐요 갑자기 궁금해져서 ㅠ,"['설캠 영어학부를 말씀하시는거라면 특정시기에 세부전공을 배정받아서 이수해야합니다 세부전공 배정 방식 및 시기, 각 전공 간 교류과목은 규정 상 학부에서 자체적으로 정하도록 되어있습니다 따라서 이건 학부사무실에 문의바랍니다', '넵 설캠 맞아요 감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86605902
1159,"안녕하세요 조교님!14학번 이전 학생들 같은 경우에는:-신입생세미나-진로설계세미나-진로개발세미나 1,2이렇게 4학점을 들어야하는 걸로 알고 있는데혹시 진로설계세미나 하나만 못들은 경우에도 훕커디 2학점 수업을 들어야만 졸업할 수 있는 건가요?올해부터 진로설계세미나가 없는거 같더라구요...감사합니다!",['네 현재 신입생세미나를 제외한 진로세미나 수업들은 모두 폐지되었고 훕커로 대체할 수 있습니다'],['에타조교'],['parent'],86502898
1160,"선배가 졸업장 좀 대신 받아다달라고 하는데,본인이 아닌 경우에도 학과장실에가서졸업장을 대신 수령할 수 있나요?","['본인이 직접 수령하는게 원칙입니다 타인이 대신 받아갔다가 문제가 생길 수도 있거든요 그거 때문에 제가 학과사무실 근무할때도 뒤늦게 받으러 오는 졸업생들이 꽤 있었습니다 본래는 졸업식날 받아가는게 원칙이며 당일날 미수령했을시엔 추후 소속 학과 사무실에 문의해서 학과를 통해 받아가야 합니다 물론 둘다 본인이 직접 수령해야합니다', '네! 감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86500377
1161,안녕하세요 조교님제가이번에 조교에 선발되었습니다.(학부 조교x) 하지만 저는 국가장학금+면학장학금으로 거의다 수혜를 받고 있는데요 혹시 이러한경우 장학금을 못받나요??...ㅠ,['저는 학부조교 였을때 기타 장학금 수혜와는 상관없이 조교장학금은 다 수령을 했습니다 등록금 범위와는 무관하게 받았거든요 다만 제가 받은 조교장학금은 학부 및 실험실습조교들에게 해당되는 장학금이라서 다른 조교들은 어떨지 잘 모르겠네요 보통 조교장학금을 받을 땐 학생지원팀에서 문자 통보를 해왔는데 그 쪽에 문의를 해보시는게 좋을 것 같습니다'],['에타조교'],['parent'],86432099
1162,"안녕하세요 조교님 :) 더운 여름 잘 보내시셨나요??항상 이렇게 답 달아주셔서 정말 감사합니다 :)후기 이중 전공에 대한 질문이 있는데요,8학기 이내 부전공에서 요하는 학점을 이수하면추가 학기를 이수함으로써 이중 전공이 가능한 것으로 아는데그럼 이 8학기 동안 휴학을 하면 안 되는 건가요?ㅠ예) 5학기 들었는데 6학기 휴학하면 8학기 내 이수함 것이 안 되서 후기 이중이 불가할까봐 걱정됩니다!답 기다리겠습니다. 감사합니다!!","['휴학여부는 상관없습니다 애초에 후기이중은 7~8학기에 신청을 받고 8학기 끝나고 최종승인을 하는 구조입니다', '감사합니다!!']","['에타조교', '익명(글쓴이)']","['parent', 'parent']",86422117
1163,안녕하세요 조교님!교내근로는 어떻게 신청하는건가요?,['학교 홈피 장학 공지 게시판을 수시로 확인하시고 교내근로 등이 공지되면 그 때 신청하시면 됩니다'],['에타조교'],['parent'],86390576
1164,안녕하세요 조교님제가 교양외국ㅇㅓ 플렉스 대체로 4학점 취득시 졸업 자격이 되어서 이번 학기는 p/f 수업만 수강을 하려합니다.그런데 취업으로 인해 수업에서 fail할 가능성이 있어서 질문드립니다. 페일할 시에 수업 수강을 하지 않은것으로 처리된다고 들었는데 플렉스 4학점 등록이 가능할까요?,['페일 여부는 상관없습니다 플렉스 학점 인정을 위해선 무조건 학기 등록을 해야하는데 그러려면 수업을 하나 이상 들어야하기 때문에 그렇게 안내하는겁니다 그 이후에 페일되는건 상관없습니다'],['에타조교'],['parent'],86350499
1165,"수직생, 수직근로에서 수직의 의미가 뭔가요?잘못된 표현이라면 어떻게 부르는게 맞는건가요?",['사실 공식적인 학과 사무실 근무자는 조교 외에는 없습니다 다만 각 학과에 공로가 있는 학생들에게 지급되는 공로장학금이 학과별로 티오가 할당되는데 그걸 활용하여 각 학과에 수직근무자들을 세우는 겁니다 수직이라는 뜻이 원래 건물(사무실) 등을 지킨다는 말인데 어디까지나 비공식적인 용어고 애초에 수직근무자라는건 공식적으로 존재하지 않습니다 따라서 공식 용어도 따로 없으며 그냥 학과에서 임의대로 근무자들을 세우고 그걸 수직이라고 부르는겁니다'],['에타조교'],['parent'],86341953
1166,"안녕하세요 조교님! 다름이 아니고, 제가 이번 학기 분할 납부를 신청 했습니다 그런데 만약 사정이 변경되어 한번에 등록금 납부가 가능해진 경우, 추가 등록 기간이나 1차 납부 기간에 등록금을 한번에 납부할 수 있을까요? 언제나 궁금증을 말끔히 해결해주셔 항상 감사합니다:) 환절기 조심하시고 행복한 하루 보내세요??","['그건 저도 잘 모르겠네요...다만 다른 사례를 보자면 휴학을 원할시엔 등록금을 일시에 완납한 후에 가능하다는 안내는 있습니다 따라서 분할 납부 중에 완납할 수 있는 방법은 있을 것으로 보입니다 해당 담당 부서에 문의바랍니다 서울) 02-2173-2184 글로벌) 031-330-4043', '글쓴이는 아니지만 궁금한점 있어서 여쭤봐요 공로장학생 이번에 제가 선발됬는데 11월말 개인계좌로 들어오던데 분할납부는 똑같이 그냥 내면 되는건가요? 고지서엔 이미 90만원이라고 나와있으니깐..', '공로장학생이 1차와 2차선발이 있는데 학과에서 1차로 신청했으면 등록금 감면, 2차로 신청했으면 후지급이 됩니다 학과에 문의해보시고 만약 등록금 감면이라면 3~4차분 등록금 납부 때 장학금이 공제되며 후지급이라면 분할납부 여부와 상관없이 학기중에 계좌로 장학금이 지급됩니다', '감사합니다!']","['에타조교', '익명', '에타조교', '익명']","['parent', 'child', 'child', 'child']",86333269
1167,"신입생세미나,진로설계세미나,진로개발세미나1,진로개발세미나2 과목 4개다 pass 인 상태에서 HUFS Career Vision Mentoring (훕스커리어) 수강 할수있나요?","['진로세미나 3개를 훕커를 대체할 수 있습니다 신입생세미나는 따로 수강하셔야 합니다', '대체하려는게 아니라 저기 있는 4개다 Pass 인데 추가로 더 훕스커리어를 들을수있는건가요?', '아 그건 상관없습니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",86332759
1168,"조교님 안녕하세요~ 아무리 찾아봐도 관련 규정이나 비슷한 사례를 찾을 수 없어 문의 드려요!제가 외대에서 18학점, 교류대학에서 3학점을 수강합니다. 예를 들어 외대에서는 성적인정이 늦어도 1.10, 그리고 교류대학 성적인정은 1.17일날 된다고 할때저는 1.11일에 외대성적만이라도 포함된 최종성적증명서를 뽑을 수 있나요? 아니면 무조건 1.17일 이후가 되어서야 2학기 최종성적증명서를 뽑을 수 있는건가요?항상 감사합니다!","['보통 학생들의 졸업학점 이수를 평가하는 졸업사정회의가 1월과 7월에 있는데 그 전에 최종성적을 일괄적으로 등록합니다 따라서 성적이 모두 확정되는 1월 17일 이후가 됩니다 (내년 졸업사정회의가 1월 29일인데 정확한 성적 발급 가능 일자는 학종지에 문의하셔야 할 것 같습니다)', '아 졸업최종학점을 말씀드린게 아니라 그냥 그 학기의 성적표를 외대 성적만 처리된 상태에서 뽑을 수 있냐는 얘기였습니당ㅠ타대학 성적 입력 전에요!', '매학기마다 학생들의 졸업학점 이수 여부를 확인하기 때문에 학교의 모든 재학생들의 성적확인 및 등록도 일괄적으로 한다는 뜻입니다', '아 그럼 1월 17일 이후겠네요 감사합니다!!!']","['에타조교', '익명', '에타조교', '익명']","['parent', 'child', 'child', 'child']",86311927
1169,"안녕하세요 조교님,개강후 인턴 합격발표가 나는 경우9월20 일 정도가 될 것같은데, 등록후 사유서제출하고 휴학가능할까요? 빠듯할듯하지만 1/4선 미만수강할 경우 가능하다고 들은것같아서요",['학기 1/4 이전까지는 학종지에 휴학신청이 가능합니다 9월 27일이 1/4 이전인데 학종지에 문의하셔서 관련 조치를 받길 바랍니다'],['에타조교'],['parent'],86309737
1170,"조교님! 영어권은 7+1로 어학연수 다녀와도 자선과교양으로 정규학기 학점인정받을 수 있던데, 일본어권은 없나요?ㅠㅠㅠ","['영어권, 일본어권에 상관없이 자선 학점은 소속학과에서 승인해주면 다 인정됩니다 다만 교양의 경우엔 교양대학의 판단에 따라 인정 여부가 다를 순 있습니다 미네르바 교양대학 홈피에 학점인정 관련 안내가 있으니 거기서 참고하시길 바랍니다', '그럼 일본어랑 완전 상관없는 타어문과더라도 일본어 어학연수를 자선학점으로 인정받을수있다는 말씀이신가요???!', '학생 본인이 자선으로 인정받길 원하고 또 학과에서도 그렇게 승인해준다면 문제될건 없습니다 국외교류학점 인정을 최종 승인해주는 국제교류팀에서도 학과에서 그렇게 인정해줬으면 그대로 처리합니다', '애초에 학점인정 승인여부는 학과에서 결정하는거고 국제교류팀은 학과 승인만 확인되면 바로 처리해주거든요']","['에타조교', '익명(글쓴이)', '에타조교', '에타조교']","['parent', 'child', 'child', 'child']",86301167
1171,"조교님 사회과학대 소속으로 졸업식때 행사불참하고 사진만 찍고 싶은데, 졸업장 학과사무실에서 수령 가능하나요?","['졸업장은 당일날 졸업준비위원회에서 마련한 장소에서 수령할 수 있습니다 아마 졸업생들에게 따로 안내가 될텐데 당일날 수령하지 않았을 시엔 졸업장이 학과사무실에 배부되며 그 이후부턴 학과에 문의해서 받아갈 수 있습니다', '행사참여 안하고 지정된 장소가서 수령하면 되는건가요?', '네 그렇게 받아가는 졸업생들도 있습니다 행사참여가 의무는 아니거든요', '졸업가운도 안 입고 그냥 평상복 차림으로 찾아와서 졸업장만 받고 바로 돌아가는 학생들도 꽤 있습니다', '자세한 설명 감사합니다. 조교님 덕분에 궁금증이 한번에 해결되네요']","['에타조교', '익명(글쓴이)', '에타조교', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child', 'child']",86297081
1172,안녕하세요 조교님!우리학교는 졸업유예금이 따로 없나요?다른 학교친구들은 유예금을 낸다고 들어서요!감사합니다,"['네 졸업유예금은 따로 없습니다', '감사해요!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86291396
1173,"조교님 더운 여름날에도 고생 많으십니다.에타에 검색을 해봐도 동일한 케이스를 찾기 어려워 여쭙습니다.원래, 오늘 등록금을 납부하고 개강 이후 휴학신청을 완료해서 등록휴학으로 처리하려고 했습니다.그런데, 개인적인 사정으로 17:00까지 예정된 재학생 등록기간을 놓치고 말았습니다.1). 개강 직후에 학종지에 들려서 휴학신청을 완료하고 9월 중순쯤 재학생 추가등록 기간에  등록하면, 등록휴학으로 인정이 되는지요?2). 혹시 인턴쉽때문에 평일 중에 학종지에 방문이 어려울 경우 다른 방안이 있을까요?항상 친절한 답변 감사합니다.","['방학중 휴학신청기간에 휴학신청 하지 않았습니다!', '1. 네 그렇게 하시면 됩니다 휴학생도 추가등록기간에 등록금 고지서 다 나옵니다 2. 안타깝게도 종합정보시스템 신청은 휴복학신청 기간에만 가능합니다 원래는 그 때 하는게 원칙이고 그 이후부턴 방문신청을 하는 경우에만 허용해주는 방식이거든요 정 방문이 어렵다면 학종지에 연락하셔서 조치를 받으시길 바랍니다', '조교님, 친절한 답변 정말 감사드립니다!']","['익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'parent']",86286847
1174,안녕하세요 에타 조교님!일반 휴학을 했는데 등록금을 내야하나요?? 일반 휴학은 등록금을 내지 않는 것으로 알고 등록금을 안 냈어요. 만약에 등록금을 내야하는 것이였다면 추가로 등록금을 낼 때가 있을까요?,"['일반 휴학을 하실 경우엔 등록금은 낼 필요 없습니다 복학하는 학기에 납부하시면 됩니다', '8월 9일까지 휴학 신청한게 일반 휴학이 되는거죠?? 늘 도와주셔서 감사합니다!!', '네 맞습니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",86284701
1175,안녕하세요 이번학기 휴학 신청을 하고 등록휴학을 하려고 햇는데 깜빡하고 등록금 납부를 못했습니다. 혹시 추가 등록기간에 등록금을 완납하면 등록휴핟 가능할까요?,"['추가로 국장도 그대로 받을수 있을까요..?', '휴학 신청을 한 상태에서 금번 등록기간에 납부를 했든 추가등록기간에 납부를 하든 다 등록휴학이 됩니다 국장에 선발되셨다면 그것도 등록금 고지서에 다 반영됩니다', '감사합니다!']","['익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'parent']",86280910
1176,"안녕하세요 조교님!저는 부전공이 경영인데, 코트라 인턴 후 부전공으로 학점인정이 최대 몇까지 되는지 궁금합니다. 제가 정할 수 있는 부분인가요?감사합니다:)","['전공의 경우 정규학기 인턴은 최대 12학점까지 인정되지만 해당범위 내에서 학과 재량에 따라 인정 범위가 달라질 순 있습니다 따라서 이건 학과사무실에 문의하셔야 알 수 있습니다', '네 감사합니다!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86244743
1177,안녕하세요 조교님등록휴학상태에서 수강신청을 하면 휴학이 풀리나요아니면 개강후 신청내역이 자동으로 삭제되나요,['그렇지는 않습니다 복학신청을 해야 휴학이 끝나고 복학이 되는거죠 다만 휴학생이라도 수강신청 자체는 가능하며 휴학이 계속 유지될 시엔 수강신청취소기간(학기 1/4) 직후 신청 내역은 일괄 삭제됩니다'],['에타조교'],['parent'],86171448
1178,안녕하세요 에타조교님종합정보시스템에 들어갔는데이중전공->부전공으로 내리는 기간이 7월로 끝났다고 하네요저는 4학년으로 복학하는 7학기 학생입니다이와 같은 경우 다음학기에 부전공으로 내릴수있나요?아님 이번학기에 내리는 방법은 없나요?,['7학기 재학생까지는 다음 부전공 신청기간인 1월에 종합정보시스템을 통해 신청하시면 됩니다 8학기 이후라도 학종지에 방문 신청을 하시면 처리할 수 있습니다'],['에타조교'],['parent'],86170952
1179,안녕하세요 조교님16학번인데 단일전공의 경우 전공심화를 하지 않고 단일전공 할 수 있지 않나요?,"['이중, 부전공을 하지 않고 단일전공을 할 예정이라면 전공심화를 하셔야 됩니다']",['에타조교'],['parent'],86165902
1180,안녕하세요 조교님!제가 교직이수를 하고싶은데 저희 과는 교직 미설치 학과입니다. 그래서 교직설치학과로 전과를 한 후에 교직이수를 하고싶은데 가능한가요?,"['본인의 전공이 교직과정이 설치된 전공이라면 가능하고 이건 전과 여부와는 무관합니다 다만 전과를 했을 시엔 이전 학과의 학점은 대부분 자선처리가 될텐데 교직이수 학과별 전형에서 이걸 어떻게 평가할 지는 잘 모르겠네요 교직이수 선발은 성적 70퍼센트, 학과별 전형 30퍼센트로 반영하는데 1~2학년 모두 전공학점을 이수한 학과학생과 2학년만 전공학점을 이수한 전과생을 어떻게 평가할 지는 학과에 따라 다를 수도 있다는 뜻입니다 이건 전과를 할 예정인 학과에 문의하셔서 교직이수 학과별 전형은 어떻게 진행하는지 물어보시는게 좋을 것 같습니다', '감사드립니다!!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86159531
1181,조교님...! 제가 1학년 때 분명 실용 외국어 4학점을 들었는데 종합정보시스템에 들어가서 확인해보니 영역별 취득학점에 실외 0이라고 되어있어서요... ㅠ년도/학기별 취득성적에는 이수구분에 교양이라고 되어있는데 교양에 포함되어있는 건가요?? ㅠㅠ,"['강의계획서에는 이수구분에 실용외국어(선택)라고 나와있었습니다!', '학생이 이수하신 실용외국어는 교양선택과목이며 14학번 이전에 이수해야하는 실용외국어(필수) 및 15학번 이후 교양외국어와는 무관합니다 그래서 해당 영역에 필수가 아닌 (선택)이라고 표기된거죠', '저희학과 졸업요건에 16학번 이후는 실용외국어 6학점이 필수라고 적혀있었는데 실용외국어가 종정시에 교양으로 들어가있는데 졸업할 때 아무 문제가 없는 건가요? ㅠㅠ', '학과에서 자체적으로 정한 기준이라면 학과에 문의하시는게 가장 정확합니다 그리고 애초에 실용외국어는 교양과목 중 하나이기 때문에 그게 교양학점으로 인정되었다고 이수가 안 되거나 그러진 않습니다 그러니 안심하시고 학과사무실에 직접 문의해보시길 바랍니다 제 생각엔 학과에서 자체적으로 정한 기준이기 때문에 일단 이수만 했다면 별 문제는 없을 것 같네요', '감사합니다ㅠㅠ!!']","['익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child', 'child', 'child']",86113753
1182,조교님....! 제가 편입생인데 전학교에서 인정받은 전공과목 중복 안되는건가요...? 학점 인정될때 과목이 아니라 학점만 인정되서 중복된것도 있는데...  중복해도 괜찮은가요?!?,['과목이 아니라 학점만 인정됐는데 과목이 중복되었다는 게 무슨 뜻인지 모르겠네요..일단 졸업에 필요한 전공학점 중 일부를 전적대 학점으로 인정받으셨다면 본교에선 나머지 학점만 채우시면 됩니다 (전적대 학점 인정과 상관없이 전공필수는 본교에서 이수하는 게 원칙임)'],['에타조교'],['parent'],86107864
1183,안녕하세요 에타조교님 항상감사합니다!제가 여쭤보고싶은것은 제가 지금 마지막 9학기졸업을 앞두고 있습니다. 현재 제가 전공심화랑 부전공을 이수하고있습니다. 이걸 그냥 부전공으로만 바꾸고싶은데 개강하고 학과종합지원센터에 직접 가서 신청하면 되는지 또 바로 적용이되는지가 궁금합니다.정말 감사합니다.,"['전공심화 부전공을 그냥 부전공으로 바꾸기 위해선 부전공 신청기간에 따로 신청하셔야 됩니다 일반적인 경우라면 그냥 다음 신청기간에 종합정보시스템을 통해 하면 되는데, 8학기 이후 재학생은 학종지에 직접 방문 신청을 해야하며, 다음 신청 기간인 1월은 졸업사정회의가 예정되어 있으니 졸업을 앞두신 학생은 사전에 학종지 이중(부)전공 담당자에게 문의해보시는 게 좋을 것 같습니다 서울) 02 2173 2112 글로벌) 031 330 4026']",['에타조교'],['parent'],86107807
1184,안녕하세요 조교님!이중전공을 타 대학 학점교류를 통해 할 수도 있는건가요? 제가 예술쪽으로 이중전공을 하고 싶은데 혹시 한예종 학점교류가 가능한지 여쭤보고 싶습니다.,['학점교류 가능여부는 해당 전공 학과에서 결정합니다 국내외교류학점을 통해 인정받기 위해선 사전에 전공 학과의 승인이 필요한 이유도 바로 그것 때문입니다 해당 이중전공 학과에 한예종 학점교류가 가능한지 문의바랍니다'],['에타조교'],['parent'],86107646
1185,"안녕하세요~! 항상 수고가 많으세요제가 언론정보전공 부전공하고있는데요세부전공교류 9학점 가능한걸로 알고있는데전공교류가능한 과가 미디어커뮤니케이션학부, 광고 pr 브랜딩학과, 영상영화학과가 맞나요?ㅜㅜ 감사합니다","['각 학과별 전공교류 인정은 학과에 따라서 또는 학번에 따라서 다를 수 있습니다 학과 홈페이지를 참고하시거나 또는 수강편람의 수강유의교과목 현황에서 전공교류가 되는 수업들이 있는지 확인바랍니다', '수강편람 > 마지막 페이지 > 수강유의교과목현황 > 전공교류과목현황 확인']","['에타조교', '에타조교']","['parent', 'parent']",86102493
1186,"안녕하세요 조교 님!학자금대출 관련해서 질문 드립니다!제가 이번 학기에 학자금대출을 받아서 등록을 하려고 하는데, 그러면 한국장학재단 홈페이지에 들어가서, 신청해둔 학자금대출을 실행하기만 하면 학교에는 자동으로 등록이 완료되는 것인가요??","['학자금 대출과 관련된 사안은 한국장학재단에 직접 문의하시는 게 정확합니다 저는 학교 학사행정 외에는 자세하게는 모르거든요..', '앗 넹 감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",86085694
1187,안녕하세요 조교님.전 외국 학생인데 3월초에 과잠 신청을 놓쳐서 이번에 19학번을 위한 과잠 추가 신청이 있을까요?,"['과잠은 과대나 주체 재량이에요!', '2학기에는 과잠보다는 돕바(롱패딩) 공동구매가 있을 듯 해요!', '과잠 신청 및 구매는 학과 학생회에서 자체적으로 정합니다 학과에 따라서 3월에만 신청을 받을 수도 있고 9월에 한 번 더 받을 수도 있죠 이건 학과 학생회에 직접 물어보시는 게 좋을 것 같습니다']","['익명', '익명', '에타조교']","['parent', 'parent', 'parent']",86073769
1188,"조교님!제가 어문전공을하고 있는데 타어문을 공부하고 싶어서 어학연수를 가고 싶은데, 전공학점은 다채우고 지금 자선만 남은 상태에요!! 타언어 어학연수로 자선학점을 채울수있는 방법이 있을까요?ㅠㅠ","['전공 및 자선학점은 소속 학과장님의 승인을 받으면 됩니다 타언어권 연수임을 설명하시고 자선학점 인정을 요청하시길 바랍니다', '그럼 자선인정도 제 전공학과장님께 승인을 받으면되는건가요???!', '네 맞습니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",86038832
1189,"안녕하세요 조교님!1학기나 2학기 중에 한번만 열리는 전필을 못들은 상황에서, 제 막학기가 그 전필이 열리는 학기가 아니면 혹시 다른 과목으로 대체가 되나요? 월요일에 문의해볼 예정인데 과바과인건지 아예 불가능한건지 여쭤보고 싶어서 글 남깁니다.","['1학기와 2학기로 나뉘어진 연강수업은 무조건 학기에 맞춰서 들으셔야 합니다 그리고 전필은 보통 중요 과목이라서 따로 대체할 수업을 지정하지 않는데 대체과목 지정 여부는 학과에서 결정하니 과사무실에 문의바랍니다', '네 감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",85995230
1190,"안녕하세요 조교님제가 2018 ㅡ1학기를 다니고 1년 휴학을 해서 이번 2019 ㅡ2학기에 복학 예정이었는데, 복학신청을 따로 했어야 하는건가요? 등록금 고지서가 안떠서 여쭤봅니다ㅠ 만약 신청을 했어야 하는거면, 결재가 개강 첫주에 뜬다고 하는데 그 이후에 등록금을 낼 수 있는 기간이 있는거죠?",['지금은 휴복학신청 기간이 지났으니 개강 전후로 학종지에 방문신청을 하시길 바랍니다(개강 초엔 학생처럼 늦게 복학신청을 하려는 학생들이 많기 때문에 미리 문의를 하고 가시길 권합니다) 복학신청 후 등록금은 학교 공지를 통해 추가등록기간을 확인하고 나서 납부하시길 바랍니다'],['에타조교'],['parent'],85990301
1191,안녕하세요 조교님등록금 분할 납부 신청 대상에 가계곤란자라고 표기되어 있는데 구체적으로 정해진 소득분위 내의 재학생만 신청 가능한 것인가요??주말이라 문의연락이 안 되네요..ㅜㅠ,"['자격조건은 일단 그렇게 되는데 따로 소득분위 제한은 없습니다 입학생, 8학기 이상 등록생, 학자금 대출자를 제외하고는 모두 신청할 수 있습니다']",['에타조교'],['parent'],85960391
1192,안녕하세요 조교님 자선학점으로 타전공 들어도 되는건가요? 그리고 교양을 만약에 32학점보다 넘치게 들었다면 그게 저선학점으로 넘어가는건가요?,"['자선은 어떤 학점으로 채우든 상관없습니다 특정영역에서 초과해서 들어도 됩니다', '답변 정말 감사합니당!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",85955042
