,내용,댓글,댓글쓴이,대댓글여부,id
395,"이제2학년 되는 프랑스어 이중전공생인데요, 프랑스어학부에 있는 1학년 과목을 들으면 되는건가요? 예를 들어 초급프랑스어강독(1)의 경우는 비고에 프랑스어학부 19학번 전용이라고 나와있는데 이중전공생도 들어도 되는거죠??","['아니지않나요? 못들을걸요', '다른 글에 본인을 초급프랑스어강독1을 재수강하려는 이중전공생이라고 소개하더라구요..', '이중전공생은 그럼 프랑스어학부 강의들 중에 이중전공생을 위해개설된 강의만 들을수있는건가요? 수강편람에도 자세히 나오지 않은것같아서요ㅜ', '아니요', '삭제된 댓글입니다.', '그렇군요 감사합니다!']","['익명', '익명(글쓴이)', '익명(글쓴이)', '익명', '(삭제)', '익명(글쓴이)']","['parent', 'parent', 'parent', 'parent', 'parent', 'child']",61778060
396,전과랑 이중 같은 과로 한 사람?,"['저여', '저도', '저요', '다들 무슨과?', '저용 중통']","['익명', '(알수없음)', '익명', '(알수없음)', '익명']","['parent', 'parent', 'parent', 'parent', 'parent']",61746663
397,"#국통 #국제통상이중전공자 분들이 전필, 전선을 많이 헷갈려 하시네요. 신기하게도 이 게시판에 관련 글은 없고 항상 자게에만 글이 올라와서 여기다 씁니다.(1전공자임을 감안하고 읽어주세요)0. 국제통상학과는 국제경제학과입니다. 국제관계, 국제기구도 같이 공부하시면 좋습니다(교양이나 자선으로).1. 전필? 전선? 이중전공자 전필은 졸업시험을 보는 6과목 뿐입니다. 이중 3학년 과목이라고 써있는 미시, 거시, 통상법, 수지론, 무역론, 계약법만 전필이에요. 1전공자만 14과목 필수입니다. 그럼 이중 2학년 과목은 도대체 뭐냐? 강의시간표에는 전필로 찍혀있는데?네...축하드립니다 전공선택이에요. 15학번부터는 이중전공 필수이수 학점이 42학점이므로 위 18학점 말고도 24학점만큼의 8개 수업을 더 들으셔야겠지요?2. 전공선택 테크트리A. 딱 42학점만 듣고 국통과는 이별할 분들, 편하게 듣고 싶은 분들2학년 추천과목: 경원론1, 경제수학(1학기) / 경원론2, 인터로(2학기)3학년 추천과목: Market Structure(1학기,미시) / 노동경제학 Human Capital and Labor Market Analyses(2학기, 미시)4학년 추천과목: 경제발전론(1학기) / 투자법(2학기)B. 연계과목끼리 들으실 분들, 좀 더 어려운 수업만 듣고 싶으신 분들-경원론은 듣지 않고 자습해도 됩니다.-통계학을 전년도 2학기에 듣고, 1학기 계량경제, 정치경제학 병행(황지수 교수님이 추천해주심), -비즈로+인터로 듣고 다음 년도에 이광은 교수님 4학년 법 수업 두 개 차례로 듣기-1학기 Topics in Economic Regulation and Competiton / Market Structure 병행(둘다 독과점 관련 수업)-2학기 Investment Law / Theory of Financial Decision Making 병행(투자에 관한 수업, 사실 큰 연관성 없음)이외에도 게임이론, 공공금융 등 다양한 수업이 있으니 취사선택 하시길 바랍니다.3. 경원론 안 듣고 미/거시 들어도 되나요? 같이 들어도 되나요? 미/거시 안 듣고 무역/수지 들어도 되나요? 1전공 수업 기준으로 말씀 드리면 경원론은 독학하셔도 무리가 없습니다. 미/거시부터 시작해도, 같은 학기에 병행해도 괜찮습니다.다만 수지론은 거시에서 IS-LM 곡선을 배웠다는 가정 하에 수업을 하고, 무역론에선 독과점 등의 미시 개념을 어느정도 이해했다는 가정하에 수업합니다. 경제수학은 미시, 무역론에서 쓰이니 꼭 미리 들으시고요.4. 비즈로, 인터로 안 듣고 통상법, 계약법 바로 들어도 될까요?네 물론입니다. 이해도가 달라질 순 있어도 수업 듣는데 전혀 무리 없을 거예요. 윤수킴은 천사시니깐요....통상법은 1전공 김성은 교수님과 같은 책을 쓰시던데 그 책에서 인터로 관련 부분이라곤 그나마 VCLT? 걍 아예 새로 배운다고 생각하시면 됩니다. 비즈로만 외딴 섬 아이네요. 분명히 계약법과 연관되어 있는데 필수 선행 느낌은 아닙니다. 5. 시간표 짰는데 한 학기에 4전공, 5전공 괜찮을까요?적성에 맞으면 5전공도 편합니다. 시간표가 어쩔 수 없이 4~5전공 나왔다면 그냥 들으세요.국통 힘들다고 미루시면 9학기 들으시겠죠? 물론 3전공이 가장 이상적입니다만 본전공과의 충돌이 있을 경우를 대비해서 미리미리 듣는 게 좋습니다.6. 영어를 못 하는데 수업을 따라갈 수 있을까요?이중 수업 전필 경제과목 대부분은 한국어로 진행된다고 들었습니다. 아마 통상법과 계약법, 그리고 전선과목 중 원어수업 때문에 이 고민을 하시겠죠? 윤수킴 수업을 쉽게 따라 올 수 있나 알고 싶으면 중앙데일리 바이링구얼 칼럼을 보세요. 영문 바로바로 이해되시면 수업 듣는데 지장 없습니다. 국통은 토의 수업이 별로 없어서 말하기는 크게 걱정하지 않으셔도 됩니당.정영한 시사영단어를 기본으로 공부하시면 단어 때문에 막히는 일은 별로 없을 거예요. SAT 기출단어도 미리 공부하시면 좋고... 따로 조언을 원하시면 쪽지 주세요.모두 시간표 잘 짜시고 A+길만 걸으세요😊","['세상에 너무 좋은 정보 감사드립니다:)!!!', '엘티 1전공자분이 엘티도 해주시면 좋겠다ㅠㅠ', '맞아ㅠㅜㅜㅠ흑ㅠㅠ', 'Topics...는 일단 오티를듣고 결정하심이....', '제발 지우지 말아주세요 천사님', '정영한 시사 영단어 추천해주신 것 보니 저번에 저한테 영어 공부법 쪽지로 알려주신 선배님 같은데 정말 감사했어요ㅠㅠㅠ 올해는 더더욱 열심히 공부하겠습니다💕💕👍🏻', '천사시다...감사해요!', '감사합니다ㅠㅜㅜ', '선배님 감사합니다ㅠㅠㅠㅠ', '정말 너무 감사드립니다 ㅠㅠ 엉엉 천사님..! 😍😍😍', 'ㅜㅜㅜㅜ완전 감사해요ㅜㅜㅜㅜ']","['익명', '(알수없음)', '익명', '익명', '익명', '익명', '익명', '익명', '익명', '익명', '익명']","['parent', 'parent', 'child', 'parent', 'parent', 'parent', 'parent', 'parent', 'parent', 'parent', 'parent']",61658440
398,이중전공 -> 부전공으로 내리면 들었던 과목들은 자선으로 내려가나요 아님 학점 인정 되나요 ?!,"['다른 전공으로 바꾸면 자선, 같은 전공이면 인정']",['익명'],['parent'],61623993
399,지비티 이중인데 경영학원론 외국인 교수님인거 수강신청 빡세?,"['하지마', '왜요?']","['익명', '익명(글쓴이)']","['parent', 'child']",61564519
400,경영 이중신청한 사람,['🙋🏻'],['(알수없음)'],['parent'],61552853
401,이중 빨리 나와라ㅠㅠ,,[],,61547252
402,국금이중지원한사람들 학점이 다들 어떻게 되세요?,,[],,61543660
403,미시경제학 이중 3학년꺼던데 그냥 전공으로 미시 듣는게 나을까요 아니면 3학년 때 들을까요?,,[],,61511176
404,이번에 경영 떨어져서 부전공 신청할건데5월에 이중 신청하고 붙으면한학기 더 안다녀도 되죠?수강편람보니까 후기이중전공 9학기 필수래서..,,[],,61509194
405,바메공 이중하는사람,,[],,61500758
406,이중 지역경제개발협력 듣는분들 있나용??,['결과 아직 안나오지 않았어요???'],['익명'],['parent'],61488574
407,아 이중ㅠ,,[],,61485982
408,이중 존나 안나오네 결과,"['18일에 나오는거 아님?ㅅㅂ', '22일 1시까지란다ㅋㅋㅋㅋㅋㅋㅋ 개웃김 진짜']","['익명', '익명']","['parent', 'parent']",61478573
409,부전공에서 이중올리기 힘들어 상경쪽으로??,,[],,61475343
410,이중 변경기회는 1번인가요??,"['넹', '5월달? 에 변경할수있죠?', '네~', '감사해요!']","['익명', '익명', '익명', '익명']","['parent', 'child', 'child', 'child']",61461206
411,전과랑 이중신청과 같으면 어떻게 되는거인지 아는사람!!,"['학종지 ㄱㄱ', '전입과에서 바꿀 기회 주는거로 알아요']","['(알수없음)', '(알수없음)']","['parent', 'parent']",61435644
412,정치외교 이중전공 결과 아직 안나온거 맞죠?ㅠ,['그냥 다 안나왔어요'],['익명'],['parent'],61370729
413,중국어전공중인데 스페인어이중하면취업할때 힘들까요?,,[],,61292601
414,스통 이중 어떤가요!,,[],,61281218
415,만약에 캠전이 되었는데 신청한 이중전공이 중복학과라서 설캠에서 다시 선택해야 한다면 남는 자리로 가는건가요?,"['이중전공을 변경해야지ㅋㅋ', '제가 알기로는 서울캠에서 선택할 기회가 주어진다고 아는데요?', '필기시험이나 면접 안보는 과에 한해서 선택할 수 있는 기회 줍니다. 대신 학점은 컷을 넘겨야 한다고 하는데 그 컷이 어느정도인지는 모르겠어요. 그치만 전출과 전입 둘 다 성공하신 분이라면 학점은 거의 보장될테니 걱정 안해도 될거에요! :)', '자소서 제출 이런거도 없는 과에 한해서 !! 즉 학점만 보고 뽑는 과에 한해서~', '자세히 알려주셔서 감사합니다!!! 전입이 꼭 돼서 이중전공을 선택할 기회가 주어지면 좋겠네요ㅜ', '화이팅!!']","['익명', '(알수없음)', '익명', '익명', '(알수없음)', '익명']","['parent', 'child', 'parent', 'child', 'child', 'child']",61276349
416,전과를 하게되면 내년 신입생들과 수업을 같이듣는건가요? 아니면 이중전공생들과 같이듣는건가요? 또 이중전공생과 신입생들은 같이 듣게 되는지도 궁금합니다 !!,"['19랑 이중생이랑 같이', '아 전과생이랑 19랑 이중생이랑 모두 같이 듣는건가요 !?', '네 그래서 18이랑 친해지기 힘들고19, 이중생 아님 주로 전과생끼리 몰려다님', '아~~~답변 감사합니다 😊', '거의ㄴㄴ요 ㅋㅋ 근데 들어간분들도 간혹있더라구여']","['(알수없음)', '익명(글쓴이)', '(알수없음)', '익명(글쓴이)', '(알수없음)']","['parent', 'child', 'child', 'child', 'child']",61249313
417,경제학과 이중 3학년때 처음 듣는데요경원론 미시 거시 같은학기에 있는데..세가지 다 들을 수가 있나요.... 죽지않나  ㅠ,"['시간만 안겹치면 들으셈 별로 안어려움', '만약 그렇다면 경원론+미시 황정빈, 거시 이용일 교수님 수업 듣는 게 가장 좋으실 거예요']","['익명', '익명']","['parent', 'parent']",61178518
418,LD 이중신청 최종합격 결과 나왔나요?,"['아직 모든 과 다 안나옴', '결과를 다같이 알려주는건가요?']","['익명', '익명(글쓴이)']","['parent', 'child']",61116887
419,설캠 이중 경제신청했는데 성적증명서 제출해야대..?,,[],,60895309
420,경영 부전으로 해놓고 이중으로 올릴려고 하는데 토익 점수는 언제까지 내야되는건가요?,,[],,60818857
421,정치외교 이중전공 면접 뭐 어떤 질문 하시나요?ㅠㅠ선배님들 도와주세요ㅠㅠ,,[],,60783478
422,경영학과 이중전공 시험 결과는 나왔는데 전체 확정은 언제 나오나요?,,[],,60714670
423,이중하면 등록금도 두배로 내야되나요????????,"['ㄴ', '네', 'ㅋㅋㅋㅋㅋㅋㅋㅋ윗댓 나빴다 아니요']","['익명', '(알수없음)', '익명']","['parent', 'parent', 'parent']",60670114
424,지금 이제 3학년인데경제 부전공으로 변경하고 5월에 이중으로 변경하면이중변경 될까요.. 3.5정도인데.. ㅂ,,[],,60647176
425,이중전공국통이나 경제 둘다 경제학사나오면경제하는게 더 나을까요,,[],,60647146
426,국통 이중이나 경제 이중이나 어차피 경제학사 똑같이나오는거면 경제하는게 더 나은가요...,,[],,60639094
427,이중전공 한번 바꿨으면그냥 이중은 절대 바꿀수 없는거죠?..부전에서도 다시 올릴 수 없고요?..ㅜㅜ방법이 아예 없는거죠?? 너무 슬프네요..,,[],,60570494
428,마인어 통번역 이중이나 전공이신 분들!!!이번에 마통 이중 넣었는데 궁금한거 여쭤보고싶어용가리,['물어봐주세용~'],['익명'],['parent'],60285896
429,이중 변경 2학년 2학기에 신청했으면 2학년 1학기까지 총 평점으로 평가되는건가요??,,[],,60103464
430,전과신청햇는데 떨어지면 이중전공 기다리는수 밖에없는거죠...?,,[],,59436610
431,"새내기이고 11월 말에 이중을 신청해놓고 군대에 가려고 하는데요 제가 마음이 바뀌어서 이중보다는 전공심화 + 부전공 으로 바꾸고 싶어졌거든요.. 혹시 군대에 있는 동안에 부전공으로 변경을 하면 제대하고 나서 2학년 1학기때 전에 신청한 이중전공이 아니라 새로 듣고싶은 부전공 수업을 바로 들을 수 있나요?? 그리고 이건 별개로 부전공 하고 싶은게 철학인데 제가 서울캠이거든여.. 근데 서울캠에서도 철학 수업을 들을 수는 있다곤 하는데 무슨 수업을 어떻게 들어야 하는지, 서울캠퍼스에선 어떤 수업이 개설되는지, 필수로 들어야 하는 과목이 있는지 철학과 홈페이지에 들어가봐도 알 수 있는게 없네요.. 이에 대해 아시는 분 계시면 답변해주시면 감사드리겠습니다.",,[],,59076765
432,설캠인데 혹시 글캠학과로 이중 신청해서 이수 중이신 선배님 계신가요? 할만한가요?,['통계하시는 설캠분 봤음'],['익명'],['parent'],58890707
433,내년에 휴학하고 군대가는데 이중경영시험 보러가는게낫나요? 공부를안해놔서ㅠ,,[],,58761096
434,경영 이중시험 어렵나요 지엽적인가요,,[],,58734930
435,이중전공경제학과랑 국제통상학과 어디가 더 나을까요...성적때문에도 그렇고 이것저것,,[],,58290168
436,제가 1학년 성적이 안좋아서 원하는 이중전공을 못듣게 됐어요 먼저 부전공으로 신청한 후에 나중에 후기이중전공으로 돌릴려고 하거든요후기이중전공 들으려고 하면 전공을 이중전공 신청 학점 (70학점) 만 들으면 될까요? 아님 부전공 신청 학점 (78학점)을 들어야 할까요~?,"['음 학종지 전화가 빠를듯,']",['익명'],['parent'],58070221
437,약전 준비하려고 하는데 이중전공 어떤걸로 하면 좋을지 추천해주세요! 전공은 자대입니다,['피트가 곧 사라진다는거는 알고 계시죠???'],['익명'],['parent'],58056039
438,영문관데 경영 이중하시는 선배님 계신가요? ㅠㅠ 쪽지 부탁드립니다!,,[],,58030188
439,이중전공하면 학비를 더 내나요? 아니죠??,"['아니에요~', '도대체 이 말은 누가 퍼뜨린건가요 ㅋㅋㅋㅋㅋㅋㅋㅋ 절대 아니에요!!!!!', 'ㅋㅋㅋㅋ귀엽']","['(알수없음)', '익명', '익명']","['parent', 'parent', 'parent']",57935833
440,세계문화예술경영세문경 이중이나 본전공하시는분 이야기 들어보고싶어요 ㅠ수업이 전반적으로 어떤가요????,,[],,57843640
441,이중 스칸어 어떻게 생각하시나요?,"['그거 하다가 후회하는 사람들 많아 되도록이면 안하는 거 추천............  오죽하면 2학기때는 이중변경하거나 아니면 그냥 자기전공하는게 났다고 그러더라', '혹시 스칸어 지원하셨어요?', '하지마요']","['익명', '익명', '익명']","['parent', 'parent', 'parent']",57832766
442,"상경대 본전공인 18이에요이중전공을 정외로 할지 아니면 언어계열을 할지 고민중이에요물론 고를 수 있다면 정말 좋겠지만, 일단 선배님들의 조언을 듣고 싶습니다!!","['정외는 하려는 이유가?뮤엇인가여', '정치도 공부해보고 싶어서요!!', '정치 좋아하시면 정외과 오셔요. 단 팀플이 많은거 주의', '알려주셔서 감사합니다~~~']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",57826348
443,언어와 공학 공대가 이중하기에 어떤가요?,,[],,57817877
444,다른거 이중하다가 안맞으면 경영으로 변경할 생각인데 티오 잘 안나는 편인가요?,,[],,57749210
445,경영이중 필기고사 공지사항에 정확하게 범위 안나와있던데 책 전체 다 공부해야되는건가요?다 공부하기에는 양이 어마무시한거같은데..ㅠㅠ,['저도 궁금해요ㅠㅜ'],['(알수없음)'],['parent'],57715534
446,"1학기 학점 3점 후반대고 국제학전공을 이중으로 선택하고 싶은데, 여기는 토익 점수가 필요한지, 학점은 괜찮은지 알고 싶어요",,[],,57638761
447,국제학부 이중은 면접 없죠?,,[],,57632185
448,경영 일단 부전으로 신청해놓고 나중에 토익 결과 제출하고 경영 시험 쳐서 이중으로 올리는 거 가능한가요? 너무 힘들까요ㅜㅜ,['저두 그러고 싶어요ㅠㅠ 나중에 이중으로 올릴때 보는 경영 시험이 되게 어렵다고 하더라구요ㅠㅠ.. 근데 지금 부전 신청도 가능한거예요? 이중 신청 칸 밖에 없던뎅...'],['익명'],['parent'],57618681
449,이수학점 391학기 학점 3.4인데... 이중 행정이나 정치외교 가능할까?,"['힘들듯...면접이 관건일거 같네요', '괜찮을것 같은데;; 올해 1학기에 그 정도로 지원해서 붙었다는 사람 봤음. 아,설캠임!']","['익명', '익명']","['parent', 'parent']",57605084
450,이중으로 사범대도 할 수 있나요?,['아뇨 사범대는 이중 안돼요ㅠㅠ'],['익명'],['parent'],57562226
451,국통 이중전공배정시험어떻게 대비해야할까요??어떤 유형인지 궁금해요..! 경험자분들 도와주세요ㅠㅠㅠ#국통#국제통상#이중전공#국통 이중전공배정시험,,[],,57528474
452,국통 이중 시험 확률과 통계에서 통계부분만 나오나요?,,[],,57523347
453,이중전공 학점보는거새내기 기준 1학기만 들어가는거에요?,['ㄴ 2학기꺼도 들어감'],['(알수없음)'],['parent'],57519657
454,이중전공1지망 2지망 다떨어지면 어케되나여부전공신청 따로 해야하는건가요??,"['나도 이게 궁금', '22', '33', '애초에 그럼 떨어질거같으면 부전으로 써야하는건가...', '부전이 이중으로 올리는거 가능?']","['익명', '(알수없음)', '익명', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'parent', 'child']",57501146
455,제가 다음학기에 휴학을 하고 어학연수를 떠나는데 일단 경영을 부전공으로 신청해놓고 간다음에ㅠㅠ 복학해서 토익이랑 경영시험 쳐서 이중으로 올릴 수 있나요??,,[],,57489836
456,혹시 동북아외교통상이나 유럽연합 이중하시는 분 계신가요..? 어떤가요..? 동북아는 몰라도 유럽연합은 너무 정보가 없어서요...ㅠㅠㅠ,['EU전공 홈피에 가면은 있어요!'],['익명'],['parent'],57484690
457,cpa시험을 준비하고 싶은데 경영 부전공으로 시험응시자격학점이 채워질까요? 아니면 경영 이중전공을 해야만 하나요?,['저도 궁금'],['익명'],['parent'],57473423
458,언어전공입니다 이중으로 아통 생각하는데 수능으로도 공부한 적이 없거든요 많이 힘들까요?ㅠㅠ,"['네 어려워요... 습득하는데에 제일 시간이 많이 걸리는 언어라고 교수님들이 그러시더라고요... 그래도 개인적으로는 할만한 것 같아요', '아통 전공생인데 개인적으로 아랍어는 배우면 배울수록 힘든 언오인거같아요...힘긂..', '이중으로 비추인가요 ㅠㅠㅠ', '차라리 아랍어과를 가시는게 나을거같아요 통대는 너무 빡세요...', '아 안되나?', '네ㅠ 글캠이라']","['익명', '익명', '(알수없음)', '익명', '익명', '(알수없음)']","['parent', 'parent', 'child', 'child', 'child', 'child']",57471493
459,본전공 언어인데 이중 생명공학으로 하면 따라잡기 어렵나요..?ㅠㅠ,,[],,57419508
460,토익 점수가 없어서 경영 부전으로 신청해서 변경기간 때 이중으로 올릴려고 하는데 그렇게 해도 떨어질 수도 있나요? 떨어지면 어떻게 되는거죠?,,[],,57387780
461,세문경 이중하시는 분 계신가요! 글캠입니다,"['설캐머인데 하지마세요', '혹시 왜 그런지 이유를 알 수 있을까요?', '222저도 궁금해요ㅠㅠ']","['익명', '익명', '익명(글쓴이)']","['parent', 'child', 'child']",57385981
462,"2학기 끝나자 마자 군대가서 복학후에 이중전공 선택할려고 했는데 하고 가야 된다네요. 학점은 괜찮지만 토익과 상경계열 공부를 미리 안해서 원하는 이중전공을 선택 못할것 같은데, 이런 경우는 부전공을 신청하고 복학해서 올리는게 맞나요 아니면 아무 이중전공이나 잡고 변경 하는게 낫나요?",['둘 중 뭘 하던 이중 변경 횟수가 차감됩니다'],['익명'],['parent'],57350385
463,이중이나 전과관련 문의는 학종지에 전화해서 여쭈면 되는건가요?,['어떤걸 질문하시느냐에 따라 다른데 보통 과사에 문의하더라고요!!'],['익명'],['parent'],57323535
464,상경계열 이중하고싶은데 학점 때문에 안될 거 같은데 다른 전공을 이중으로 신청하고 내년 이중변경기간 때 상경으로 바꿀 수 있나요?,"['걍 부전신청한 다음에 준비해서 이중으로 올려요', '후기 이중 안하구 이중 변경기간 때 신청해도 되는거에요..?']","['(알수없음)', '익명']","['parent', 'child']",57322312
465,금융쪽으로 취업하고싶은 통대생입니다..학점이 3점대중후반인데이중으로하기에 경제랑 국제금융중에 뭐가 더 나을까요?경제는 힘들까요?ㅠ,"['저도 금융권 생각중인데 경제하려고요! 근데 경제는 학점컷이 3점대 후반이라고 들어서 이번에 기말 잘보셔야할 것 같아요ㅠㅠ 열심히해서 같이 경제 가요!! :)', '통대시면 글캠같은데 설글 시간표짜는것도 고려하시면 국금도 나쁘지 않은 선택이라고 봐요! 설글이동 ㄱㅊ으면 경제!']","['익명', '익명']","['parent', 'child']",57309151
466,이중전공 조건 확인 어디서 해요?,,[],,57304964
467,이중전공하면 등록금 달라지나요?,,[],,57259757
468,아직 진로도 안정했고 딱히 관심있는분야도 없는데취직하려면 이중으로 국제통상 경제 국금 중에 뭐가 더 나을까요..?ㅠ학점은 3점대후반정도입니다..,['경제'],['익명'],['parent'],57242025
469,글캠인데 경제 이중컷 어느정도인가요?,"['3.8??', '3초반은 안될까요?', '3.8이면 안정권인거지 컷은 잘 모르겠네요', '3초 절대안됨 작년컷 3.7~8로 알고있는데 3.8도 안정권은 아니던데']","['(알수없음)', '익명(글쓴이)', '(알수없음)', '익명']","['parent', 'child', 'parent', 'parent']",57196419
470,이중하기에 국제학부 국제통상 중에 뭐가 나은가용학점3점후반이면 뭐가 더 가능성 있나여...ㅠ?,"['둘 다 합격권인데 둘이 배우는 게 다름.. 경제쪽 더 공부하고 싶으면 국통이고 법 정치 경제 이런거 넓게 배우고 싶으면 국제고', '감사해요! 글캠인데 괜찮을까요?ㅠㅠ', '국통 ㄱㄱ']","['익명', '익명(글쓴이)', '익명']","['parent', 'child', 'parent']",57179185
471,학점3점중반 글캠인데 국제통상 이중 가능할까요?ㅠ,['3점 후반이면 안정권이라고 들었어요'],['(알수없음)'],['parent'],57176553
472,"전과나 이중전공할때 학점외에필요한 다른것 뭐잇나요?그런거 어디서 볼수잇어요?,","['전과희망 학과 홈페이지 접속하셔서 작년 공지사항 살펴보시면 됩니다! 학과에 따라 공지 후 글을 삭제하는 경우가 있어서 찾아봐도 없는 경우 개인적으로 문의하거나 전과하신 분들께 여쭤보셔야해요!', '감사합니다!']","['(알수없음)', '익명(글쓴이)']","['parent', 'child']",57129332
473,1학년2학기 휴학하거남들2학년1학기일때 복학하면 이중전공이나 전과는 언제 가능한가요?,,[],,57119952
474,국제통상학과 이중하고싶은 학생입니다 학점 평균과 수학 영어 시험에 대해서 설명해주시면 감사하겠습니다,,[],,57095751
475,경영 부전공에서 이중전공으로 올리기 힘든가요??어떤 절차가 필요한가요??제가 아직 토익 안봤는데 만약 750점 못넘으면 부전공으로 해야될텐데 나중에 이중으로 올리기 많이 힘든가요??,,[],,57092888
476,설캠으로 전과한 후에도 이중전공 가능하나요?아니면 이중전공이 의무인가요?,"['의무', '이중전공 자체가 졸업 조건으로 의무,, 전과한 과와 이중전공 신청한 과가 일치하면 전과 합격 후 이중전공 변경해야함']","['익명', '익명']","['parent', 'parent']",57080017
477,베트남어 이중전공 학점 컷이 어느정도인가요??학점 3.5이상이고 토익 800점이상는 기본으로 하구요!,"['죄송한데요 이중전공 신청할 때 토익 몇점 필요하고 그런거 어디서 확인하셨나요??? 홈페이지들어가도 토익얘기같은건 없어서..ㅜㅜ', '그  과 페이지에 들어가면 될거에요!!']","['익명', '익명(글쓴이)']","['parent', 'child']",57040042
478,이중 1지망 떨어지면 나중에 이중변경기간 때 남은 거 선택해야하는건가요?,,[],,57016700
479,국통 이중시험 어렵나여? 대비문제 있을까여?,,[],,56977448
480,통대 이중은 등록금 더 내?,,[],,56976539
481,산공인데 이중전공 어디가 낫나요?,"['삭제된 댓글입니다.', '왜인지 여쭤봐도 될까여?']","['(삭제)', '익명']","['parent', 'child']",56966831
482,통계 이중하고싶은데 학점 어느정도여야하나요?,"['통곈데 절대하지마세요,,,,', '왜요???', '너무어려워여...', '학점이 어느정도 되야하나요?']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",56966792
483,행정 이중하려면 조건이 어떻게 되나요 (설캠임),"['학점만보지않아요?', '3.6 이상']","['익명', '익명']","['parent', 'parent']",56960222
484,경영 신청 2지망으로 쓰고 시험 합격하면 이중가능 할까요? 보통 1지망에서 끝나나요?,['경영 가고 싶으시면 일지망으로 하세요..'],['익명'],['parent'],56899631
485,정외 이중 캠내 캠간 컷이 다르다고 들었는데 캠내면 어느 정도인가요? 검색해도 말이 다 달라서ㅠㅠㅠ,,[],,56898471
486,"여러분 경영부전공에서 경영이중전공으로 올릴때 토익,경영시험 말고 더 필요한 조건이 있나요? 아니면 저 두개만 필요한가요?",,[],,56896805
487,국제학부 이중전공하고싶은데 글캠에 학점이 3점초반인데 어렵겠죠ㅠ,"['네', '아니면은 융합전공 뭐 하나 하세여  EU전공 이요 !!']","['익명', '익명']","['parent', 'parent']",56866634
488,화학과 이중전공 붙기 힘드나요?,['경쟁안쎔'],['익명'],['parent'],56740462
489,부전 이중 차이 큰가요? 영어 1전공 경제 부전중인데 이중 하는게 좋다고 해서 후기이중으로 올려버릴까 고민이네여..,['학위 주고 안 주고 차이라 본인 진로따라 클 수도 있고 아닐 수도 있고...'],['익명'],['parent'],56728328
490,경영 이중전공 시험 어떤식으로 나와요? 많이 어렵나요ㅠ,,[],,56614678
491,새내기입니다 이중하면 이중한것도 등록금내야되는거아니죠?ㅠㅅㅠ,"['ㅋㅋㅋㅋㅋㅋㅋ네', 'ㅇ', '네 2학년부터 한학기등록금 700입니다..ㅠㅠ 1년이면1400;;;; 등골 휘어요', '야이 앙마야', 'ㅁㅊㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋ기엽따', '😭댓글들이 다들 한 통속..ㅠ', '전공심화도 학비심화 된답니다ㅠㅠ 그래도 이중보단 싸요 한학기 등록긍 680입니다', '부전공은 690이구요']","['익명', '(알수없음)', '익명', '익명(글쓴이)', '익명', '익명', '익명(글쓴이)', '익명', '익명']","['parent', 'parent', 'parent', 'child', 'child', 'parent', 'child', 'parent', 'parent']",56599819
492,국제학부 이중 학점 어느정도되어야 가능한가요?,"['3.8이였대요 작년에', '감사합니다!!!!!!!!!복받으실거에요!!!!!!!!']","['익명', '익명(글쓴이)']","['parent', 'child']",56599422
493,이중으로 조건만 되면 어떤 학과든 신청할 수 있나요?,['신청은 가능하죠....'],['익명'],['parent'],56572600
494,정외 이중 컷 어떻게되나요?!!,"['안높아요!', '그래도 3은되야겠죠...?', '넵 3은 넘으셔야..😂😂', '혹시 3.2인데 많이 힘들까요ㅜ']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",56491746
495,이중 신청 경영 2지망에 써서 경영 붙으신 분 계신가요?ㅠㅠㅠ,,[],,56452603
496,전과에 이중전공 하려면11월 말에 이중 신청하고 올해 말에 전과 신창하면 되는건가요??,['네'],['익명'],['parent'],56423077
497,1학년 이중전공 신청 언제부터인가요ㅜ..,['26'],['익명'],['parent'],56421264
498,국금 3.5이상이면 이중붙나요?,['ㅇㅇ'],['익명'],['parent'],56405893
499,국제통상학과 이중전공으로 어때요?,"['죽어나요', '시험은 어떤식인가요?', '이중전공 들어갈때 시험이요!', '별로 안 어려운듯 ...? 내 친구 붙음']","['익명', '(알수없음)', '(알수없음)', '익명']","['parent', 'child', 'child', 'parent']",56362185
500,부전공하게되면 졸업장에 어떻게 찍히나요? 1전공 상경 2전공 미컴 이렇께 찍히나요?? 그리고 1전공이 상경이면 굳이 미컴 이중으로 할필요 없겠죠?? 부전공도 ㄱㅊ겠죠??,['부전공은 안찍히지않나? 이중전공만 학사가 나올텐데'],['익명'],['parent'],56348369
