QUESTION,ANSWER,TAGSET,LEMMA
지금 경영 부전공인데 이중전공 올렸다가 4-1에 부전공 내린 후 전공심화 신청 가능한가요감사합니다,"['이중과 달리 부전공(전공심화) 신청은 따로 제한이 없습니다', '전공심화 신청도 제한이 없는 건가요??', '그렇습니다', '감사합니다?? 좋은 하루 보내세요??']","['SM', 'DM', 'UK']",경영 부전공 이중전공 올리 부전공 내리 전공심화 신청 가능 감사
혹시 부전공에서 이중전공으로 변경할 때에도1지망 2지망 이렇게 선택하는 건 초기이중신청때와 같은가요,['이중전공 변경신청은 1지망만 가능합니다'],"['DM', 'SM']",부전공 이중전공 변경 지망 지망 선택 초기 이중 신청 가요
새해 복 많이 받으세요혹시 졸업예정자로 대학원을 지원한 후에 계절학기 재수강 들을 수 있나요,['최종학기 바로 그 다음계절까지는 이수할 수 있습니다'],['UK'],새해 졸업 예정 대학원 지원 계절 학기 재수강
교류 학점을 신청하려고 하는데 자선으로 할 과목은 미네르바 교양대학 교수님의 승인이없어도 되는 건가요,['자선이라면 1전공 학과장님의 승인을 받으면 됩니다'],['UK'],교류 학점 신청 자선 과목 미네르바 교양 대학 교수 승인
4다시 1을 앞두고 있는 학생입니다 이전에 토익을 따둬서 기간이 20208월까지 유효한데 학종지에 미리 제출해서 졸업요건 인증받아도될까요,"['졸업인증 받으려고 합니다! 1월초에 학교갈 일이있어 갈것같은데 그 때 제출 가능할까요??', '영어대전공도 아닙니다!', '졸업인증이라면 학년 상관없이 미리 제출해도 됩니다']",['UK'],앞두 학생 토익 기간 20208 유효 학종지 제출 졸업 요건 인증
전필 과목을 에프 받으면졸업을 위해서 재수강을 무조건 해야 하잖아요 근데 재수강 학점이 없으면 어떻게 되나요졸업 못하나요,"['지나가다가 댓글달아요 ㅋㅋ 그거 옛날에 학종지에 물어봤는데 못하는건 아닌데 골치아파지는건 확실한듯 해요.. 과마다 다른듯?', '답변해주셔서 감사합니다 :)', '재수강 제한 학점이 생기고 나서 요즘 그런 문제들이 나오고 있습니다 관련 지침이 따로 없어서 저도 답을 드리기 곤란한데 졸업이 달린 문제인 만큼 구제 방안은 있을 것이라 생각됩니다 학종지에 문의바랍니다', '답변해주셔서 감사합니다~ :)']",['UK'],과목 에프 졸업 위하 재수강 재수강 학점 어떻 졸업
후기 이중전공은 언제 신청하나요,['매년 4월에 신청을 받습니다'],['DM'],후기 이중전공 신청
대학영어 성적입력 관련해서 교수님이 사무실에 문의해보라는데 어떤 사무실에 문의를 해야 할까요 글캠,['교양영어 담당부서는 외국어교육센터이니 그쪽에 문의하시길 바랍니다 (그런데 성적입력은 전적으로 교수님 권한인데 왜 사무실에 문의하라고 하셨는지는 잘 모르겠네요...)'],['UK'],대학 영어 성적 입력 관련 교수 사무실 문의 사무실 문의
저는 1학년 1학기 다니고 휴학해 이번에 1학년 2학기로 복학하는 상황입니다 제 질문은 이렇습니다1 1학년 2학기를 하지 않았지만 2학년 전공 과목을 듣고 미네르바도 2학년으로 들으며 2학년 1학기를 할 수 있나요2 1학년 2학기로 복학을 한다면 미네르바 2학기 강의를 들을 수 있는지 안된다면 언제 들을 수 있는지 미네르바 2학기 강의를 들을 수 있는지 궁금합니다답변 기다리겠습니다 감사합니다 ,"['1. 학생의 등록횟수가 곧 학년입니다 언제 복학을 하든 학생은 두 번째로 등록하시는 거니 1학년 2학기가 됩니다 2. 미네르바2는 학년 상관 없이 매년 2학기에 이수할 수 있습니다', '추가적으로 전공과목은 학년별 티오를 학과에서 자체적으로 할당합니다 따라서 1학년 재학생이 2학년 수업을 들을 수 있는지는 학과에 문의하셔야 합니다', '감사합니다 조교님!!!']",['UK'],학년 학기 다니 휴학 이번 학년 학기 복학 상황 질문 이렇 학년 학기 학년 전공 과목 미네르바 학년 학년 학기 학년 학기 복학 미네르바 학기 강의 미네르바 학기 강의 답변 기다리 감사
해외에서 인턴을하려고 하는데 졸업예정자나졸업자가 아니면 인턴 비자를 발급받을 수 없다고 해서 학교에서 학생비자를 발급받을 수 있는지 회사 측에서 물어보는데 어디에 문의해야 하는지 알려주시면 감사하겠습니다,"['회사 쪽 얘기가 좀 이상한 거 같네요 해당국가의 학생비자를 받으려면 보통 해당국가의 학교에 등록을 해야 발급받을 수 있죠 한국에서 학교를 다니는 거랑은 아무 상관이 없습니다 회사 측에 다시 확인해보시길 바랍니다', '국가마다 학생비자 발급 기준이 다른데 우선 그것부터 알아보시는 게 좋을 듯 싶습니다']",['UK'],해외 인턴 졸업 예정 졸업자 아니 인턴 비자 발급 학교 학생 비자 발급 회사 물어 어디 문의 알리 감사
하십니까 서울캠퍼스 기숙사에 관해서 질문드립니다 제가 알기로는 1 기숙사는 신입생 우선선발 2 재학생의 경우 직전학기 학점순 으로 알고 있는데요 제가 20학번이 되는데 바로 1학년 1학기 군휴학을 신청하고 사실상 21학번 이랑 같이 다니게 될 예정인데 기숙사 신청대상이 되나요 신입생도 아니고20학번 재학생 직전학기 성적도 없어서 질문드립니다,['제가 설캠 기숙사 운영에 대해선 잘 모르겠는데 학년이 기준인지 학번이 기준인지가 관건이 될 것 같습니다 이건 설캠 기숙사 측에 문의바랍니다 02-2173-2216'],['UK'],서울 캠퍼스 기숙사 관하 질문 드리 기숙사 신입 선발 재학 경우 직전 학기 학점 제가 20 학번 학년 학기 휴학 신청 사실 21 학번 다니 예정 기숙사 신청 대상 신입 아니 20 학번 재학 직전 학기 성적 질문 드리
이클래스에 떠 있던 성평등 장애인 인식 비정규 온라인 강의에 대해서 여쭙고 싶습니다 12월 31일까지 라고 기한이 정해져있길래 성평등 인식은 모두 듣고 시험까지 마쳤습니다 그런데 실수로 장애인 인식 강의 하나를 깜빡하고 못 듣고 말았습니다 12월 31일이 지나 들어도 출석이 인정이 안된다고 하던데 애초에 그 온라인 강의가 필수였나요 듣지 못하면 졸업 등에 지장이 생길까요 너무 걱정이 되어서 여쭙니다 항상 수고 많으십니다 ,"['이번학기까지만 시범 운영하고 다음 학기부터 정식 운영을 한다고 하니 특별한 불이익은 없을 겁니다', '감사합니다!']",['UK'],이클래스 평등 장애인 인식 정규 온라인 강의 대하 여쭙 12 31 기한 정해지 평등 인식 시험 마치 실수 장애인 인식 강의 하나 12 31 지나 출석 인정 애초 온라인 강의 필수 못하 졸업 지장 생기 걱정 여쭙 수고
등록휴학에 관련해서 여쭤보고 싶어요제가 현재 3학년 2학기까지 수료했고 이번 학기 끝나고 4학년 1학기부터 휴학을 할 예정이었는데요 제가 만약 4학년 1학기를 등록을 하고 4분의 1선 전에 등록휴학을 하면 저는 휴학 이후에 다시 3학년 신분으로 돌아가는 건가요 아니면 4학년을 등록했다가 휴학을 하는 거니까 4학년 신분이 되는 건가요전기기사 취득 자격때문에 여쭤봅니다,"['3학년 2학기까지 마치면 학생의 신분은 자동으로 4학년이 됩니다 재학증명서를 발급받으면 4학년으로 뜨니 그걸로 자격 요건을 충족하시면 됩니다', '감사합니다 조교님! 새해 복 많이받으세요!!!??????']",['UK'],등록 휴학 관련 여쭈 학년 학기 수료 이번 학기 학년 학기 휴학 예정 만약 학년 학기 등록 등록 휴학 휴학 이후 학년 신분 돌아가 학년 등록 휴학 학년 신분 전기 기사 취득 자격 때문 여쭈
저는 올해 3학년을 마치고 4학년을 앞둔 학생입니다 올해 12학기 모두 휴학을 하고 내년에 4학년으로 복학할 예정인데 졸업 논문을 휴학 도중에 쓸 수 있는지 여쭤보고 싶습니다1 자격 현재 3학년 과정을 이수하고 7학기 이상 재적생저희 학과 홈페이지에 이렇게 명시되어 있는데 학교 규정은 3학년을 수료완료하면 가능하다고 되어 있는 것 같아 휴학을 해도 논문을 쓸 수 있는지 궁금합니다 학과 사무실에 따로 연락하요 물어봐야 될까요,"['휴학생이나 수료생도 졸업시험(논문)을 응시할 수 있습니다 그건 학기 등록과는 상관없습니다', '감사합니다!']",['UK'],올해 학년 마치 학년 앞두 학생 올해 12 학기 휴학 내년 학년 복학 예정 졸업 논문 휴학 도중 여쭈 자격 학년 과정 이수 학기 이상 재적 저희 학과 홈페이지 명시 학교 규정 학년 수료 완료 가능 휴학 논문 학과 사무실 연락
저는 2020년 2월 졸업예정자입니다 본전공의 졸업 요건 충족을 하였지만 이중전공의 졸업요건을 충족하지 못하요 이번학기에이중전공으로 부전공으로 내리고 싶은데 가능한가요 학종지에 들어가보니 졸예자는 직접 찾아오라고 써져있어서 여쭤봅니다그렇다면 이중전공을 부전공을 내리면 졸업요건이 충족되는데 이렇게 되면 2020년 2월 졸업 가능한가요,"['8학기 이상 재학생의 부전공 신청은 학종지 방문 신청만 받습니다 아직 졸업사정회의 전이니 바로 방문신청을 하시길 바랍니다 신청하면 보통 그 다음날 쯤에 처리가 됩니다', '답변 정말 감사합니다♥?']","['SM', 'DM']",2020 2월 졸업 예정 전공의 졸업 요건 충족 이중전공 졸업 요건 충족 못하 이번 학기 이중전공 부전공 내리 가능 종지 들어가 졸예자 찾아오 여쭈 그렇 이중전공 부전공 내리 졸업 요건 충족 이렇 2020 졸업 가능
제가 지금 쓸 수 있는 일반휴학학기가 한 학기 남아서 20년 1학기까지 휴학해서 6학기 휴학을 다 쓰려고 합니다 그런데 휴학신청은 1년단위라고 알고 있는데 이 경우 2월 휴학신청시 승인이 가능한가요새해복 많이 받으세요,['휴학은 1년 단위로 신청이 되지만 최대휴학년수를 다 채우게 되면 그 다음학기엔 무조건 복학을 해야합니다'],['UK'],일반 휴학 학기 학기 20 학기 휴학 학기 휴학 휴학 신청 단위 경우 2월 휴학 신청 승인 가능 새해
새해 복 많이 받으세요 요즘 날씨도 쌀쌀하니 감기 조심하세요다름이 아니라 이중전공에 관련해서 여쭤볼 게 있습니다1 경제 이중전공 하고 싶은데 1학년때 너무 놀아서 바로 이중전공 하긴 힘들 것 같아요 그래서 부전공에서 경제로 이중전공하고 싶은데 제가 어디서 들었는지는 모르겠는데 추가학기를 전제로 하는 후기이중을 경제는 불가능 하다는 말을 들었는데 맞나요2 혹시 그렇다면 경제로 부전공을 한다면 이중전공으로 바꿀 다른 기회는 없는 건가요 감사합니다,['부전으로 듣다가 이중전공 변경신청 때 신청하시면 됩니다 붙을 때까지 매학기마다 신청할 수 있습니다 만약 4학년 때까지 떨어지면 그 때 후기이중을 함께 신청할 수 있는데 그건 학과 자율 선발이기 때문에 가능여부는 과사무실에 문의하셔야 합니다'],"['SM', 'DM']",새해 요즘 날씨 감기 조심 다르 아니 이중전공 관련 여쭈 경제 이중전공 학년 이중전공 힘들 부전공 경제 이중전공 어디 모르 추가 학기 전제 후기이중 경제 가능 그렇 경제 부전공 이중전공 바꾸 기회 감사
제가 고시 준비를 하고 있고 확인해 보니 고시장학금을 받으려면 직전학기 12학점을 들어야 한다는데 이게 지금도 유효한 규정인가요 감사합니다,['예 저번달에 최종 개정된 규정에서도 유효합니다'],['UK'],고시 준비 확인 고시 장학금 직전 학기 12 학점 지금 유효 규정 감사
제가 지금 교환학생을 준비하고 있는데 비자 신청할려면 여권에 있는 영문이름과 재학증명서에 있는 영문이름의 철자가 같아야 해요 근데 두 개가 서로 달라서 학교에 등록되어 있는 영문 이름을 바꾸려고 합니다 이 문제를 어디서 어떻게 해결할 수 있는지 궁금합니다,"['종합정보시스템 > 자기정보관리 > 개인기본사항수정에서 영문명을 바꾸시길 바랍니다 아마 하루나 이틀 정도는 지나야 증명서 발급때도 반영될 겁니다', '알려주셔서 감사합니다ㅠㅠㅠ']",['UK'],교환 학생 준비 비자 신청 여권 영문 이름 재학 증명서 영문 이름 철자 다르 학교 등록 영문 이름 바꾸 문제 어디 어떻 해결
새해 복 많이 받으세요본전공에서와 이중전공에서 전공필수가 같은 경우예를 들어 본전공과 이중전공 모두 경제학원론이 전공필수입니다이 경우 두 번 제가 들어야 하는 것인가요 아니면 본전공에서 한번만 들어도 되는 것일까요,['그런 경우가 꽤 많이 있는데 그건 학과에서 따로 지침을 내립니다 본전공에서 이미 들었다면 면제를 하거나 또는 타과목으로 대체를 하지요 학과마다 다르기 때문에 이건 이중전공학과의 홈피를 참고하시거나 과사무실에 문의바랍니다'],['DM'],새해 전공 이중전공 전공 필수 경우 전공 이중전공 경제학 원론 전공 필수 경우 제가 전공
제가 재수강해야 하는 전필이 2020년부터 4학점에서 6학점으로 늘어나있는 걸 보았는데재수강학점은 4학점이 되는지 6학점으로 처리되는지 궁금합니다,"['금번에 들을 수업을 기준으로 합니다 6학점으로 처리됩니다', '네 감사합니다']",['UK'],제가 재수강 2020 학점 학점 늘어나 수강 학점 학점 학점 처리
연말에도 수고하십니다 제가 여쭤볼게 있는데요 성적이 학과장장학금 받을 수 있을 것 같은 조금 애매한 성적이 나오긴했는데제가 다음 학기 휴학을 하거든요그러면 장학금을 못받나요감사합니다 ,['등록휴학을 하시면 받을 수 있습니다'],['UK'],연말 수고 제가 여쭈 성적 학과장 장학금 성적 나오 다음 학기 휴학 그러 장학금 감사
다름이아니고 사이버한국외대 학점 교류 관련해서 질문드리려고 하는데요 제가 알기론 취득한 학점이 전부 교양카테고리로 들어가는 것으로 아는데 혹시 선택교양으로만 들어가지는 것인가요 인간과 사회나 문화와 예술 카테고리 등등으로 나뉘어있는 교양으로는 인정받을 수 없는 것인가 해서 문의드립니다 항상 수고가 많으십니다,['카테고리 구분 없이 교양 X학점 이수로 인정됩니다'],['UK'],다르 아니 사이버 한국 외대 학점 교류 관련 질문 드리 취득 학점 교양 카테고리 들어가 선택 교양 들어가 인간 사회 문화 예술 카테고리 등등 나뉘 교양 인정 문의 드리 수고
에타 문의할게 있어서 글을쓰게 되었습니다 제가 후기이중전공을 신청하려 하는데 후기이중전공을 신청하기에는 8학기내로 전공과 부전공학점을 다 채우기가 힘들것 같습니다 근데 제가 이번에 개인적인 사정이 생겨서 휴학을 하게 되어 휴학하는 동안에 전공 학점을 체우려고 하는데 학기는 인정되지 않으면서 학점만 인정되는 방법이 휴학 후 복학하기 전 계절학기 이수 외에는 없는 건가요 혹시 다른 방법이 있다면 뭐가 있는지 알려주신다면 감사하겠습니다,"['휴학 중 학점 인정이 있긴 합니다 휴학을 하는 도중에 해외연수 등으로 소정의 학점을 이수하면 복학 후 일정금액의 등록금을 내고 복학학기에 산입하는거죠 단 전공학점이라면 사전에 해당학과의 승인을 받아야 하니 인정가능여부를 문의하셔야 합니다', '그럼 해외연수와 복학전 계절학기 두개 다 하는것도 가능한가요?', '그렇습니다 휴학 중 학점인정은 본교에서 인정하는 국내외대학, 군교육기관 등을 통해 학점을 취득하는 절차입니다 계절과는 별개입니다', '아하 친절한 답변 감사합니다!']","['SM', 'DM']",문의 제가 후기 이중전공 신청 후기 이중전공 신청 학기 전공 부전공 학점 채우 힘들 이번 개인 사정 생기 휴학 휴학 동안 전공 학점 체우 학기 인정 학점 인정 방법 휴학 복학 계절 학기 이수 방법 알리 감사
졸업학점때문에 문의드립니다 현재 실요외국어 1 2를 빼고 전공 이중전공 모두 이수한상태인데요 이번 겨울 방학과정을 이수해 대체할예정이고 대체하게 되면 학점은 다 이수한상태입니다 이월초에 이수를 완료한후에 수료증을 늦게제출하요 이수학점을 남겨둔채 4학점 추가학기를 등록하요 3학점 정도 재수강을 하고 싶은데 가능한 건가요실요외국어를 외언평으로 대체 수료증은 아무때나 내도 상관없는건가요,['실용외국어 대체는 최종학기 말까지 처리하면 됩니다 학생은 어차피 재수강을 위해 추가학기를 다니실 예정이니 그 때 내셔도 됩니다'],['DM'],졸업 학점 때문 문의 드리 실요 외국어 전공 이중전공 이수한 상태 이번 겨울 방학 과정 이수 대체 예정 대체 학점 이수한 상태 월초 이수 완료 수료증 제출 이수 학점 남기 학점 추가 학기 등록 학점 정도 재수강 가능 건가요실요 외국어 외언평 대체 수료증 상관없
지금 현재 학교 정책상 재수강 제한 학점이 18학점까지잖아요 근데 이 기준이 추가학기에도 해당이 되는지 궁금합니다 예를 들어서 9학기인데 18학점을 넘겨서 재수강을 할 수 있나요,['추가학기 상관없이 재학중 최대 18학점입니다'],['UK'],학교 정책 재수강 제한 학점 18 학점 기준 추가 학기 해당 학기 18 학점 넘기 재수강
이중전공 정치외교학과 면접에 대해 질문 드립니다 이중전공 면접은 정치외교학과 지원자 전부 다 보는 것인가요 아니면 학점으로 1차적으로 우선 뽑은 후 면접 보는 것인가요감사합니다,['그건 학과마다 선발전형이 달라서 제가 답변을 드리기 어려울 것 같습니다 이중전공 신청공지에 학과별 선발전형이 엑셀로 첨부되어 있는데 그걸 확인하시거나 또는 정외과 사무실에 직접 문의바랍니다'],['DM'],이중전공 정치 외교학 면접 대하 질문 드리 이중전공 면접 정치 외교학 지원자 전부 학점 면접 감사
이번학기 평점평균이 442라 성적장학금을 기대하고 있는데교양은 없고 이중전공 수업 6개 본전공 수업 2개를 수강했습니다 이중전공 수업도 성적장학금 계산 시 전공 학점으로 인정될까요본전공 수업이 별로 없어서 성적장학금 계산시 제외될까요,"['그건 학과마다 기준이 다릅니다 성적장학생 추천 시 전공학점을 따로 보는 과도 있고 안보는 과도 있죠 이건 과사무실에 문의해보셔야 알 수 있습니다', '감사합니다!!']",['DM'],이번 학기 평점 평균 442 성적 장학금 기대 교양 이중전공 수업 전공 수업 수강 이중전공 수업 성적 장학금 계산 전공 학점 인정 전공 수업 성적 장학금 계산 제외
칠쁠일 파견의 우선산발 기준이1학년 전체 총점이 37이 넘어야 하나요 아니면 1학기 2학기 각각 37이 넘어야 하나요항상 수고해주셔서 감사합니다,['1학년 전체평점입니다'],['UK'],칠쁠 파견 산발 기준 학년 전체 총점 37 아니 학기 학기 37 수고 감사
항상 수고가 많으십니다 제가 이번에 학점이 낮아서 제가 신청한 이중전공 떨어질 것 같은데 그러면 기다리다가 3학년 때 이중전공 신청을 다시 하는 건가요 그리고 1학년 1학기 때 교양스페인어를 듣다가 중국어로 바꿔서 내년 1학기에 교양중국어를 다시 듣는데 초수강인가요 재수강인가요감사합니다,['1. 2학년 이후부턴 변경신청으로만 배정이 가능하며 해당전공에 티오가 나야 신청할 수 있습니다 2. 초수강입니다 둘 다 별개의 수업이라 보시면 됩니다'],['DM'],수고 이번 학점 신청 이중전공 떨어지 그러 기다리 학년 이중전공 신청 학년 학기 교양 스페인어 중국어 바꾸 내년 학기 교양 중국어 초수강인가 재수강 감사
저는 내년에 4학년이 되고 지역학사 과정을 밟고 있는데지역전문가 과정으로 내리려고 합니다 그런데 혹시 몰라서 일단 4-1가 끝나고 4-2 쯤에 내리려고 하는데요 지역학사를 지역전문가과정으로 내리는데에 기간이 문제가 되기도 하나요4-2는 거의 졸업 전이다보니 문제가 될 수도 있을 것 같아서 질문드립니다,['저도 잘은 모르겠는데 4-2에 변경을 해도 학기 직후에 이루어지는 졸업사정회의 전까지는 처리가 되니 문제는 없을 것이라고 봅니다 변경신청을 하실 때 졸업사정회의 전까지 반영이 되는지 코어사업단에 한번 더 확인바랍니다'],['UK'],내년 학년 지역 학사 과정 지역 전문가 과정 내리 모르 끝나 내리 지역 학사 지역 전문가 과정 내리 기간 문제 졸업 문제 질문 드리
수고하십니다19-2 가 막학기인데 3학점 초과학점을 신청해서 d 나온 2학점 짜리를 f로 내려달라고 하는 게 전체 평점에 더 나을까요,"['D+에서 F로 내려가면 전체평점은 당연히 떨어지게 됩니다', 'f는 아예 안들은걸로 되는게 아닌가요?', '학점은 미이수 처리되지만 평점은 그대로 다 반영됩니다', '최종 성적표 뽑을 때는 f는 제외되어 나오던데 평점이 아닌가요..??', '14년도 이후에 취득한 F는 재수강을 하지 않는 한 성적증명서에 다 기재됩니다 따라서 평점에도 반영되죠', '종합정보시스템에 나오는 F제외 학점은 14년도 이전에 적용되던 시스템이 남아있는겁니다 옛날엔 F를 제외한 성적증명서가 발급됐는데 지금은 그렇지 않습니다']",['UK'],수고 19 학기 학점 초과 학점 신청 나오 학점 짜리 내리 전체 평점
늘 수고 많으십니다 다름이 아니라 제가 교양영어를 이미 들은 상태인데 평화 교양외국어를 수강하게 되면 자선으로 들어가는 건데 성적 평가는 어떻게 되나요 초수강하는 학생들과 같이 평가되나요 아니면 재수강처럼 따로 절대평가인가요 감사합니다,['교양영어 이수여부와 상관없이 똑같이 상대평가를 받습니다 아예 다른 수업을 이수하는거라고 보면 됩니다'],['UK'],수고 다르 아니 제가 교양 영어 상태 평화 교양 외국어 수강 자선 들어가 성적 평가 어떻 수강 학생 평가 아니 재수강 절대 평가 감사
항상 수고가 많으십니다제가 이제 마지막 학기인데 1학년 2학기때당시 실요영어2가 f가 나와서 이번에대학영어2로 재수강했는데 졸업할때교양필수인 실요영어12학점과 대학영어23학점총5학점으로 수강하요도 상관없는지 알고 싶습니다 감사합니다,['네 상관없습니다'],['UK'],수고 마지막 학기 학년 학기 당시 실요영어2 나오 이번 대학 영어 재수강 졸업 교양 필수 실요 영어 12 학점 대학 영어 23 학점 학점 수강하요 상관 감사
복학 후 수강신청 관련 질문드립니다 1-2 휴학했는데 내년 3월에 복학할 시 2-1수강하고 1-2 수강하는 건가요,['아닙니다 학기 상관없이 1-2로 복학하게 됩니다'],['UK'],복학 수강 신청 관련 질문 드리 휴학 내년 복학 수강 수강
내년 상반기가 막학기인데 ICT학점연계 인턴쉽을 통해 학기 학점을 마무리 하려고 합니다 그러고 나서 마지막 여름계절학기도 수강 가능 할까요,"['막학기는 인턴십을 허용하지 않습니다 다만 일부 인턴십에 한해선 그 다음학기에 등록하는 조건으로 허용하기도 하죠(코트라 등) 인턴십마다 약간씩 다르니 그건 ICT학점연계 공지를 확인하거나 또는 담당자에게 문의바랍니다', '감사합니다~']",['UK'],내년 상반기 학기 학점 연계 인턴쉽 통하 학기 학점 마무리 그러 마지막 여름 계절 학기 수강 가능
하십니까혹시 기존 교양과목 c을 pass/fail로 재수강 할 시 전체 총 학점 점수가 올라가나요 예를들어 총학점이 35에서 ->36 이렇게요,"['네 C+은 없어지고 패스로 대체되니 그렇게 되죠', '그럼 pass/fail과목으로 재수강이 가능한건가요!!???', '교양선택과목이면 가능합니다', '감사합니다 ??(?????? ? ??????)?']",['UK'],기존 교양 과목 수강 전체 학점 점수 올라가 학점 35 36
국가장학금 때문에 여쭤봅니다2학년 1학기 종강하고 휴학하는데다음 학기2-2 등록금 미리 내고 휴학인가요 아님 복학할 때 등록금 내는 건가요,['국장을 미리 신청해서 등록휴학을 해도 되고 나중에 신청해서 복학 시 등록금을 내도 됩니다'],['UK'],국가 장학금 때문 여쭈 학년 학기 종강 휴학 다음 학기 등록금 휴학 아니 복학 등록금
혹시 다음 연도에 휴학하려면 언제 휴학 신청을 어디에 어떻게 해야 하나요,"['그건 학사일정에 나와있어요! 에타에 들어오면 이클래스 들어갈 수 있는 아이콘 중에 학사일정..?인가 달력 그림 들어가면 찾으실 수 있을겁니다!', '윗분 말씀대로 학교 홈피 > 학사일정을 보시면 2월과 8월에 있는 휴복학신청기간이 안내되어 있습니다']",['UK'],다음 연도 휴학 휴학 신청 어디 어떻
학자금 대출로 등록후 휴학이 가능한가요,['국장이든 대출이든 일단 등록금이 납부된다면 등록휴학이 가능합니다'],['UK'],학자금 대출 등록 휴학 가능
갑작스러운 상황에 주말이라 물어볼 곳이 여기밖에 없네요결론부터 말하자면 이중전공이 자동으로 취소될 수도 있나요 제가 19년도 1학기 6월 중에 이중전공을 신청하요 7월 말에 선발되었다고 생각했습니다 이수 중인 전공 항목에서 이중전공 융소 라고 나와 있었으니까요제 기억상 9월 초까지도 이수 중인 전공 항목에 이중전공 융소가 있었습니다 그런데 최근에 성적 조회 후 이수 중인 전공을 확인해 보니 1전공밖에 나와 있지 않네요2학기에 융소 수업을 아예 안듣긴 했는데 뭔가 문제가 생긴 것 같아 너무 불안해요학적 담당자한테 문의는 넣어놨지만 한번 배정된 이중전공이 중간에 자동으로 취소될 리는 없겠죠,"['삭제된 댓글입니다.', '헉 같은 상황이시군요... 2학기에 융소 수업 안들으신 것도 똑같나요? 혹시 몇 학번이세요?', '안녕하세요? 현재 이중전공 심사시간 중에는 일시적으로 안보이게 되어있습니다. 1월 심사기간 완료 되면 본인의 이중전공 내역이   다시 보이게 됩니다. 기존 이중전공 배정에 전혀 문제 없습니다.   감사합니다.   -학사종합지원센터 드림- 다행이네요^^', '네^^', '일단 이중을 배정받았다면 학생이 변경신청을 하지 않는 한 바뀌지 않습니다', '감사합니다ㅜㅜ', '내일 문의한 내용 답변 오면 알려드릴게요ㅜ']",['DM'],상황 주말 여기 결론 이중전공 자동 취소 제가 19년 학기 이중전공 신청 선발 생각 이수 전공 항목 이중전공 나오 기억 이수 전공 항목 이중전공 융소 최근 성적 조회 이수 전공 확인 전공 나오 학기 수업 문제 생기 불안 담당 문의 넣어놨지 배정 이중전공 중간 자동 취소
제가 1학년 1학기와 2학기 모두 반수하느라 학교를 나가지않아 학사경고를 두번 받습니다 이중전공은 어떻게 해야 하나요 고학번때 학점을 모두 만회한 뒤에 할 수 있는 건가요,"['학생은 2학년이므로 이중전공 변경신청으로만 배정받을 수 있습니다', '이중전공 변경신청은 어떻게 할수있나요?', '학사공지에 이중전공 변경신청이 공지되면 그 때 종정시로 신청하면 됩니다 일부 학과는 자체 시험을 볼 수도 있습니다']",['DM'],제가 학년 학기 학기 반수 학교 나가 학사 경고 이중전공 학번 학점 만회
항상 수고가 많으십니다다름이 아니라 성적장학금에 대해 찾아보고 있는데요학생지원팀 공지를 보면 학과부장 추천을 통해 학과부별로 배정된 인원에게 장학금이 지급된다고 쓰요있거든요근데 이 말만 들으면 제가 성적장학금을 받을 수 있는지 없는지 정확히 모르겠어서요별도로 성적우수장학금을 받는 기준은 없는건가요 40이상이면 장학금을 다 받는다던가 따로 학과장님이 선별하는 거라면 제가 장학금을 받을 수 있을지 없을지 확인할 수 있는 방법은 없는건가요항상 감사합니다 ,"['학생지원팀에서 이번학기에 등록한 학생들의 성적리스트를 만들고 그걸 각 학과에 배부합니다 그럼 학과에선 성적리스트를 기준으로 장학생을 선발하고 그 명단을 다시 학생지원팀에 통보하는 구조죠 각 학과별, 학년별로 티오가 있기 때문에 경쟁이 치열하면 4.0인데 떨어지는 경우도 있고 3.7인데 붙는 경우도 있습니다 장학금 선발 내역은 학생지원팀이 최종 검토하고 승인하는 2월과 8월경에 종정시나 등록금고지서로 확인할 수 있습니다', '정말 친절하게 답변해주셔서 감사합니다!!! 항상 수고하세요 :)']",['UK'],수고 다르 아니 성적 장학금 대하 찾아보 학생 지원 공지 학과 부장 추천 통하 학과 배정 인원 장학금 지급 쓰요 제가 성적 장학금 모르 별도 성적 우수 장학금 기준 40 이상 장학금 학과장 선별 제가 장학금 확인 방법 감사
저희학교는 국가 장학금 심사때 계절 학기도 반영시킬 수 있을까요,"['우리학교의 경우 계절은 제외합니다 교내장학은 물론 국장도 마찬가지입니다', '본인이 포함을 희망해도 불가능할까요 ㅠㅠㅠ?', '네 그건 일괄적으로 그렇게 처리합니다', '제가 6분위로 학점 2.4를 받았는데 그렇다면 구제방안이 없는거겠죠 ㅠㅠㅠ?', '구체적인 구제방안은 일단 학교에선 찾기 어려울듯 합니다 이건 한국장학재단에 문의바랍니다', '넵 답변 감사합니다 !!']",['UK'],저희 학교 국가 장학금 심사 계절 학기 반영 시키
후기이중을 하려면 전필을 들어야 하나요,['후기이중을 신청하는거라면 학점만 맞추면 되니 일부러 들을 필요는 없습니다 다만 이후에 후기이중에 선발되면 졸업 시 무조건 이수해야 하므로 미리 듣는걸 권합니다'],['UK'],후기이중
