내용,댓글,댓글쓴이,대댓글여부,id
"안녕하세요, 조교님🙌🏻답변 달아주시느라 고생이 많으십니다.Flex 시험에 관하여 여쭤보고싶은데요.졸업 전에 딱 학 번 플렉스 점수를 제출하면 자선으로 2학점을 인정받을 수 있는 제도가 있다고 알고있습니다.800점 이상을 제출하면 에이쁠로 인정되는~ 그런거요! 참고로 저는 18학번이고 실용외국어 대체나 졸업시험을 위한 것이 아니라 그냥 2학점을 추가로 인정받고 싶어서 여쭤보는 겁니다‼️1. 2학기에 성적을 포함시키고 싶으면 9월이나 11월 시험 아무거나 봐도 상관없는 것이겠죠? ㅠ 그냥 제출하면 바로 인정되는 식인가요?2. 플렉스 사이트에 들어가보니 (듣기+읽기) 와 (말하기+쓰기)로 시험이 나누어져있던데  저 제도는 공인 자격인 (듣기+읽기)만 응시하면 되는 것인가요? ㅠㅠ3. 또 나중에 혹시나 졸업을 유예하게 될 경우, 저렇게 제출한 플렉스가 자동으로 졸업필수요건? 중에 영어성적으로 인정돼서 졸업유예가 불가능해질수도 있나요..?답변해주셔서 미리 감사드립니다🙏🏻 좋은 하루 보내세요!","['1. 제출 시점의 학기 성적으로 인정됩니다 2학기에 제출하면 2학기 성적으로 인정되는 식입니다 2. 듣기+읽기만 인정됩니다 3. 제출을 할때 교양학점 인정인지 졸업영어인증인지 구분을 해야합니다 제출 목적에 따라 접수를 받는 담당자도 다르기 때문에 교양학점으로 인정받은게 갑자기 졸업인증이 될 일은 없습니다', '궁금한 점이 완벽히 해결되었어요 정말 감사합니다🙆🏻\u200d♀️ 남은 하루도 좋은 시간되세요❣️']","['에타조교', '익명(글쓴이)']","['parent', 'child']",130846608
조교님 안녕하세요이번 여름 계절학기를 들으면 그 성적은 1학기 성적에 포함되나요?,"['조교님은 아니지만 넵 맞아요!', '대신 답해주셔서 감사합니다^^', '참고로 계절학기 성적의 경우 추후 1학기 성적에 들어가긴 하지만 그 전에 이루어지는 1학기 성적장학금 심사에선 반영되지 않습니다']","['익명1', '에타조교', '에타조교']","['parent', 'child', 'parent']",130833021
조교님!혹시 4학년 2학기에도 이중 변경을 할 수 있을까요?,['네 4학년도 신청 가능합니다 단 희망하는 전공의 학번에 티오가 존재해야 합니다'],['에타조교'],['parent'],130817155
조교님 안녕하세요! 저는 지금 4-2로 졸업 학점을 다 채웠는데 재수강이 하고 싶어서요. 추가학기는 안되는 것으로 알고있는데... 다음학기 겨울 계절도 불가능한가요?,['8학기 이상 재학생이 졸업학점을 다 채우게되면 자동으로 수료생이 됩니다 그 이후부턴 추가학기 및 학점 이수가 불가능합니다 안타깝지만 이미 8학기를 마치셨다면 방법은 없네요..'],['에타조교'],['parent'],130765586
학점을 다 채웠는데 다음 학기는 추가학점을 못듣는더라구요..근데 제가 재수강을 해야하는 강의가 있는데 계절도 못듣나요?ㅠㅠ,['8학기 이상 재학생이 졸업학점을 다 채우게 되면 자동으로 수료생 처리가 되어 추가학기 및 학점 이수가 불가능합니다 (단 마지막 학기 직후 바로 그 다음계절까지는 이수 가능)'],['에타조교'],['parent'],130764398
"안녕하세요 조교님.항상 친절히 알려주셔서 김사합니다.한 가지 여쭙고 싶은게 있는데요,저는 3-2를 수료했으며, 휴학하고 인턴중인 회사에서 최근 정규직 전환을 제안했습니다. 너무 좋은 기회라 꼭 정규직으로 전환하고 싶으나, 졸업 문제가 걸려있어서 문의드립니다.제가 생각해낸 방법은 올해 가을 학기에 외부 인턴십으로 15학점을 인정받으며 회사에서 일을 하고 내년 봄학기는 취업계를 제출해서 남은 학점을 이수하려고 합니다.교수님과 원활히 협의가 된다면, 교내 행정상의 문제는 없을까요? 1). 이미 근무중인 회사지만, 앞으로 9월부터 12월까지 외부 인턴십으로 근무하며 학점 인정을 받을 수 있는지,2). 내년 봄 학기 개강하기 전에 취업이 확정되더라도 취업계가 수리되는지 확인하고 싶습니다.","['1. 네 회사에서 인턴 프로그램 이수를 인정해주고 학과측에서 학점 인정까지 승인해준다면 행정상으로는 문제없습니다 2. 내년 봄학기가 막학기이므로 취업 유고 발급은 가능합니다 단 발급 전에 수업 담당교수님들의 사전 승인을 받아야 하는데 개강 전이라면 이메일이나 연구실 번호로 문의하셔야 할듯 합니다', '조교님 덕분에 마음이 놓입니다. 잘 진행해보도록 하겠습니다. 진심으로 감사합니다 :)']","['에타조교', '익명(글쓴이)']","['parent', 'child']",130750192
재수강기간언제인가요???  과목마다 다른가요??,['재수강 연결기간은 수강신청 직후 학교 홈피 학사공지로 안내됩니다'],['에타조교'],['parent'],130724728
"안녕하세요 조교님, 항상 고생이 많으십니다. 1학년 2학기 말에 신청하는 이중전공 신청을 하지 못했을 경우, 다음 이중전공 신청 기간에 신청이 가능한가요? 이건 이중전공 신청으로 처리되는지, 변경으로 처리되는지 여쭙고 싶습니다.",['1학년 때 이중전공을 신청하지 않으면 해당 기회는 자동으로 소멸됩니다 즉 2학년 이후부턴 매학기마다 공지되는 이중전공 변경신청으로만 신청이 가능하며 이걸로 이중을 배정받을 시에도 재학 중 1회 변경으로 간주됩니다'],['에타조교'],['parent'],130722420
안녕하세요 조교님!체코학&공학글로벌융복합캡스톤디자인 이라는 자유전공 수업을 들었습니다. 지금 현재 자유전공으로 되어있는데 전공학점으로 돌리려면 어떻게 진행해야 하나요? 감사합니다.,['학종지의 소속 단과대 담당자에게 이수구분 변경신청을 하시면 됩니다'],['에타조교'],['parent'],130587228
조교님 안녕하세요!!! 이중전공학점으로 인정해주는 교양과목 이수구분을 교양에서 이중전공으로 바꾸려하는데 방법이 있을까요..? 학교로 직접 찾아가는 방법밖에 없나요?ㅜㅜ,['학종지 방문이 어렵다면 소속 단과대 담당자에게 문의하셔서 신청 서류를 우편으로 제출해도 되는지 확인바랍니다'],['에타조교'],['parent'],130575799
안녕하세요 조교님.휴학 관련해서 문의드립니다.시험 준비로 학원을 다닐 예정인데 휴학은 1회신청 1년만 가능한가요?그리고 1년 휴학 후 바로 이어서 또 1년 휴학이 가능한가요?감사합니다.,['일반휴학은 신청 횟수와 상관없이 최대 3년까지 쓸 수 있습니다 한 학기만 휴학하고 바로 복학해도 되고 1년 휴학이 끝나가면 다시 신청하면 됩니다'],['에타조교'],['parent'],130567342
조교님 안녕하세요! 항상 친절하게 답변해주셔서 정말 감사합니다:)제가 지금 부전공으로 경영학을 전공하고 있는데 후기 이중 전공을 생각하고 있습니다. 제가 아는 것은 9학기에 1학점 이상 수업을 들으면 이중 전공 학위로 인정이 된다는 것인데요 제가 여쭤볼 것은 9학기에 듣는 수업이 꼭 경영수업 내에서 선택하여 들어야 하는건지 아니면 교양과목이나 자선 과목들 중에서 선택해도 되는 것인지 입니다!! 또한 후기 이중 전공으로 9학기에 내야할 등록금은 수강 편람 제일 뒤에 나와 있는 추가 학기 등록금에 해당 하는건가요? 1-3학점은 기존 등록금의 1/6로 보았습니다. 제가 알고 있는 것들이 맞는지 궁금합니다!! 감사합니다:),['네 알고 계신 게 맞습니다 9학기 등록만 하면되고 해당학기는 이수학점에따라 등록금이 차감됩니다'],['에타조교'],['parent'],130428550
조교님 안녕하세요.공공기관에 지원을 하려고 하는데 경력증명서랑 어학증빙서류를 제출해야 합니다. 소수어 flex랑 학과 조교 경력증명서는 발급받지 못하나요???,['플렉스를 보셨다면 플렉스 홈피에서 성적증명서 발급이 가능합니다 그리고 조교같은 경우엔 별도의 증빙서류는 없는데 근무를 했다는 내용의 확인서를 학과에 써달라고 하시면 될것 같습니다'],['에타조교'],['parent'],130376799
조교님 내년 초에 졸업남겨두고 있는 학생입니다. 그런데 이제 논문을 써야되는데 언제 어디가서 논문 주제 선정하고 하는지 하나도 모르겠네요 ㅠㅠ 그리고 논문만 남았을시 내년 졸업예정서는 받을 수 있는가용?,"['1. 졸업사정은 각 학과의 자체 전형으로 이루어지니 논문 주제와 관련된 사안은 학과에 문의해보시길 바랍니다 2. 8학기생부턴 자동으로 졸업사정대상자가 되니 통과 여부와 상관없이 졸업예정증명서 발급이 가능합니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",130300959
"안녕하세요, 조교님. 자선은 어떤 과목/강의로 채우던 상관없나요? 단일전공이라 70학점을 전공으로 채우는데, 전공 필수 학점 외 자선을 또 전공으로 채워도 되나요!",['네 그렇게 들으셔도 됩니다'],['에타조교'],['parent'],130242480
조교님 안녕하세요저는 작년 편입생으로 현재 경제를 부전공으로 하고있는데 이번7월에 부전공을 취소하고 단일전공으로 할 예정입니다 제가 이번7월에 부전공을 취소하고 2학기때 단일전공인 상태에서 경제과목 재수강이 가능한가요? 꼭 부전공을 신청한 상태에서 재숭강 해야되나요?ㅜㅜ,['학과에서 비전공생의 전공수업 수강을 허용한다면 가능합니다 대부분은 별도의 제한없이 허용하는 편인데 여러가지 사유로 제한을 두는 곳도 있으니 학과측에 수강이 가능한지 문의바랍니다'],['에타조교'],['parent'],130213127
안녕하세요 조교님 :) 부전공 학점 관련 문의드립니다제가 1학년때 이중전공을 신청해서 2-1때 하나 듣고 정말 아닌거같아서 2-2때 통대 부전공으로 변경하였습니다 그러다 3-1될때 부전공에서 이중전공으로 변경하였습니다(동일전공입니다) 2-2때 부전공으로 들은 통대 학점이 이중전공으로 변경을 했음에도 그대로 부전공 학점으로 남아있어서요 ㅠㅠ 이럴경우 어디에다 문의하면 되나요?,['학종지의 통번역대학 담당자에게 이수구분 변경신청을 하시길 바랍니다'],['에타조교'],['parent'],130187175
"안녕하세요 조교님! 전환형인턴 취업 관련해서 문의사항있습니다!현재 저는 4학년 1학기를 마치고 여름계절학기를 듣고있는 상태인데요! 전환형인턴에 채용되어 2일부터 출근하게될 예정입니다. 현재 남아있는 학점은 이번 여름 계절학기 4학점과 다음학기 15학점이 남아있는 상태인데요ㅠㅠ 인턴십 학점 인정에 관해서는 학과장님께 문의드린 상황이고, 그 외에 취업 유고결석에 관해 질문사항이 있습니다! 수강편람을 보니 해당학기 졸업가능자로서 조기취업한 자에게 유고결석이 인정된다고 되어있는데요! 그럼 저같은 경우는 아직 막학기가 남아있기 때문에 여름계절은 유고결석이 안되는건가요?ㅜㅜ 또 2학기 수강시 유고결석이 가능한지도 알려주시면 감사하겠습니다ㅜ","['규정 상 취업 유고결시 대상은 졸업예정자라고 명시되어 있습니다 즉 해당학기가 끝난 후 졸업이 예정된 학생이라는건데 4-2는 해당되지만 바로 그 전의 계절도 가능한지는 규정상 확인이 어렵네요 일단 유고결시인정이 금지된 계절학기도 취업 유고는 허용하게끔 되어있으니 발급을 담당하는 학생의 소속 단과대 담당자(학종지)에 문의하시길 바랍니다', '감사합니다!!!ㅠㅠ']","['에타조교', '익명(글쓴이)']","['parent', 'child']",130168488
"안녕하세요 조교님 항상 수고하십니다!!만약에 1-1에 교양 하나를 C0을 받고, 전공 두개를 C+을 받아서 총 학점이 2.0 이라고 치고1-2 에 이 세과목을 재수강해서 전부 B+을 받았다고 가정하면,1-1 학점이 3.5로 올라가는건가요? 아님 1-1 학점은 그대로이고 1-2 학점에 영향이 있는건가요??","['이런건 좀 검색해봅시다...', '참고로 재수강하면 처음들은 학기(1-1) 과목 학점은 사라지고 재수강한 학기(1-2)로 들어가요 그럼 1-1 학점은 0이되고 2학기가 3.5가 되는거죠', '재수강을 하면 기존의 1-1에 들은 학점은 없어지니 총평점에도 변화가 생깁니다 그리고 재수강한 학점은 1-2로 들어가니 결과적으론 양쪽 다 평점이 바뀝니다']","['익명2', '익명2', '에타조교']","['parent', 'child', 'parent']",130097306
"인녕하세요 조교님 재수강 관련 문의드립니다현재 한 학기만 남아있는 상태이고 전공은 5학점이 남아있습니다. 원래는 2학점짜리 3과목을 들을 예정이었는데, 예전에 c+을 받은 2학년 과목중에 하나가 1학점에서 2학점으로 변경되었습니다 (학수번호는 동일한거같습니다)이럴 경우에 재수강을 하고 2학점짜리 두 과목을 듣게 되면 5학점이 채워지는게 맞는지 궁금합니다!","['네 채워집니다!', '다시 확인해보니 학수번호 맨 마지막번호가 1이랑 2로 다른데도 가능할까요 ㅠㅠㅠㅠ', '동일과목이라면 재수강을 할 시 기존의 1학점은 없어지고 새로 2학점이 이수됩니다 결과적으로 1학점을 더 인정받는거니 나머지 수업들과 합해서 5학점을 채우게 됩니다', '그리고 뒷자리와 상관없이 학수번호 앞 6자리가 같으면 동일과목입니다']","['익명1', '익명(글쓴이)', '에타조교', '에타조교']","['parent', 'parent', 'child', 'child']",130034046
조교님 이중전공 관련해서 질문있습니다지금 이중전공에서 다른걸로 변경 1번하고 이후 부전공으로 내리거나 취소할 수 있나요?,['타 이중으로 바꿀 순 없지만 부전 또는 단일전공 신청은 가능합니다'],['에타조교'],['parent'],130028189
안녕하세요 조교님부전공에 대해 질문이 있습니다. 제가 현재 정외 부전공 24학점을 들었습니다. (추가로 들은 3점은 자선으로 들어가는 것을 알고 있습니다.) 그런데 4학년 1학기 부터 중통으로 부전을 옮기고 싶습니다. 혹시 제가 지금 부전을 중통으로 옮기면 이전에 들었던 정외 학점은 모두 교양으로 가나요? 그리고 4학년 1학기 (7학기)에 부전공 변경이 가능한가요? 감사합니다!,['1. 원칙적으론 자선으로 들어갑니다 단 학종지에 신청 시 교양으로 변경가능합니다 2. 네 7학기생도 부전공 신청기간에 종정시로 신청 가능합니다 (8학기 이상 재학생의 경우 학종지에 방문신청)'],['에타조교'],['parent'],130020335
조교님 안녕하세요. 노고에 항상 감사드립니다.다름이 아니라 사범대생의 경우 교원자격증 취득을 원하지 않는 경우에도 졸업요건에 교육봉사와 교육실습이 모두 포함될까요?,"['사범대 쪽은 제가 자세하게는 몰라서요...학종지의 사범대-교직 담당자의 연락처를 알려드릴테니 그 쪽에 문의해보시길 바랍니다 02 2173 2338', '감사합니다 조교님!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",129954926
안녕하세요 조교님1. 부전공에서 이중전공으로 올리는 기간은 언제인가요?2. 학점이 2점대 중후반인데 올리는게 어려울까요..?,"['1. 매학기마다 이중전공 변경신청 공고가 올라오는데 그 때 신청하시면 됩니다 2. 각 학과마다 티오, 경쟁률이 달라서 확신할 순 없지만 인기학과라면 어려울 듯 합니다']",['에타조교'],['parent'],129854091
"안녕하세요. 항상 수고 많으십니다.스페인어I(1),(2) 가 스페인어I(1),(2) 두과목으로 변경되었고초급스페인어쓰기(1),(2)비고 17년(스페인어I,II를 재수강할 경우 동일학기에 변경되는 2~3과목을 모두 수강하여야 재수강으로 인정함.)""스페인어I(1),(2) 는 다시(18-2학기, 19-1학기 개설) 초급스페인어문법(1),(2) 비고19-2학기이렇게 나뉘었다고 합니다. 그러면 저는 18-1학기에 들은 스페인어I 3학점을 재수강 하려고 하는경우초급 스페인어 문법(1) 3학점 + 초급스페인어 쓰기(1) 2학점 총 5학점을 들어야 하는 건가요?아니면 비고에 17년에 저렇게 되었다고 적혀있으니 초급스페인어 문법 3학점을 들으면 되는 걸까요? 이부분은 개설은 18-2 학기 19-1학기 개설이라고 적혀있는데 비고에는 19-2학기 라고 적혀있어서 제가 잘못 이해하고 있는 부분인지 헷갈립니다.(자료는 20년도 1학기 수강편람 수강유의 교과목을 참고했습니다.)1. 결국 제가 초급스페인어문법+초급스페인어 쓰기로 3학점짜리 스페인어I를 5학점으로 재수강해야하는건지, 초급스페인어문법 3학점으로 재수강하면되는 건지 궁금합니다.전자의 경우에 학점이 차이가 나는데 어떻게 해야하는건지 학점반영은 어떻게 되는건지 알려주시면 감사하겠습니다.2.비고란에 년도가 적용되는 연도라고 이해했는데 그렇다면 18-2학기,19-1학기 개설이라고 적혀있는 스페인어 I에서 19-2학기는 의미가 뭔지궁금합니다. 제가 잘못 이해한걸까요?3. 저는 스페인어 이중인데 다른 과목으로 부전공을 하게 되면 자선으로 들어간다고 알고 있습니다. 그렇다면 자선은 꼭 같은 과목으로 재수강해야하는 건지도 궁금합니다.제가 18-1학기에 들은 스페인어I이 18-2학기, 19-1학기 개설이라는 과목인지 의문입니다. 비고가 19-2학기인데 개설은 또 그전에 되어있고, 그럼 비고에 17년도라고 적혀있는 의미가 뭔지. 그것때문에 제가 헷갈리는 것 같습니다 ㅠㅠ이상 긴 질문이었습니다. 기분 좋은 하루 되시길 바랍니다. 수고에 감사드립니다!","['질문글로는 저도 이해가 안돼서 스페인어과 홈피에 들어가봤는데 공지사항에 재수강 관련 PDF파일이 올라와 있습니다 PDF에 나온 설명을 써드리고 싶긴 한데 각 학번별, 이중전공생 여부, 수강학기에 따라 지침이 모두 달라서 다 쓰기가 좀 어려울 듯 합니다 스페인어과 홈피에 들어가셔서 확인해주시길 바랍니다  http://hufspain.hufs.ac.kr/', '참고로 학점이 상이한 상태에서 재수강을 하면 새로 재수강한 수업의 학점이 반영됩니다 2학점 짜리를 3학점으로 재수강하면 3학점이 반영되는거죠 또한 전공수업은 자선 여부와 상관없이 동일과목으로만 재수강이 가능합니다 (자선을 교양으로 변경한 경우에도 동일과목으로 들어야 함)']","['에타조교', '에타조교']","['parent', 'parent']",129826601
안녕하세요작년편입생이고 올해4학년입니다부전공으로 경영학을 듣고있고 현재 경영학을 3학점들은 상태입니다제가 여기서 부전공을 포기하고 그냥 1전공만하게된다면들엇던 부전공3학점은 어디로 넘어가는건가요?,['자선학점으로 넘어갑니다'],['에타조교'],['parent'],129808779
안녕하세요 조교님 질문이 있어 찾아왔습니다.혹시 최소학점 미이수로 학사경고를 받을시 해당 학기 학점은 어떻게 되는 건지 여쭙고자 합니다.0점이 되는건가요?,"['학기당 이수해야하는 최소학점이라는 개념은 존재하지 않습니다 이게 좀 잘못알려진 건데 1~3학년인 경우 수강신청 시 12학점 미만으로 취소하지 못하는 것이며 처음부터 12학점 미만으로 신청한건 상관없습니다 1학점만 신청했어도 등록은 정상적으로 가능합니다', '따라서 학점 미이수로 학사경고를 받는건 아예 신청한 학점이 없는 경우(0학점) 입니다']","['에타조교', '에타조교']","['parent', 'parent']",129509693
안녕하세요 조교님 항상 감사드립니다.다름이 아니라 이번 학기를 끝으로 졸업학점은 다 채우게되는데 졸업인증 영어성적은 제출하지 않은 상태입니다. 유예를 할 것 같은데 이 경우 추후에 재학증명서는 발급받을 수 없나요?,['수료생(졸업대기) 신분이므로 수료증명서가 발급됩니다'],['에타조교'],['parent'],129363256
안녕하세요혹시 추가학기에 현장학습을 통한 학점이수가 가능한가요?,['일반적으로 마지막 학기의 현장실습은 허용되지 않습니다 단 코트라를 비롯한 일부 인턴은 다음학기 추가이수를 조건으로 허용되기도 합니다 학생이 희망하는 인턴 프로그램의 지원 조건을 확인바랍니다'],['에타조교'],['parent'],129302820
"안녕하세요 조교님. 시험 관련 질문입니다. 과제가 기말 대체인 과목이 있는데, 제가 우울증인 사유로 도저히 불가능하니 레포트로 대체해 주실 수 있냐고 교수님께 부탁드렸습다. 교수님이 배려를 해주셔서 가능하다고 답변이 왔는데, 진단서 등을 토대로 학교로부터 정식 절차를 받아야 한다고 말씀하셨습니다. 이러한 경우에는 어떤 서류를 가져다 드려야 하나요? 유고 결석계는 단순 진단서만으로는 안 되는 것으로 알고 있어서요ㅠㅠ",['학교에서 해줄 수 있는 것은 출결 유고결석 뿐이며 시험은 담당교수 재량이라 별도의 절차 없이 교수님의 동의만 구하면 됩니다 만약 시험당일의 유고가 필요한 것이라면 학종지에 있는 학생의 소속 단과대 담당자가 유고 발급을 해주니 그쪽으로 문의하시길 바랍니다 빠른 쾌유를 빕니다'],['에타조교'],['parent'],129226443
"안녕하세요 조교님! 혹시 학사경고를 받게 되면  우편 외에/ 부모님께 전화나 문자가 가기도 하나요? 우편만 가는 것인지, 부모님께 따로 연락이 가는것인지 궁금합니다.",['종합정보시스템 상의 집주소를 기준으로 우편을 발송합니다 부모님께는 따로 연락이 가진 않습니다'],['에타조교'],['parent'],129070566
"안녕하세요! 이른 아침인데 너무 궁금해서 급하게 글 올립니다. 현재 토익을 낸 상태고 졸유를 하고 싶습니다. 교원무시험자격원서 , 교직이수 과목 중 전공학점 인정으로 신청해야 하는 3점이 있는 상황 (즉 전공학점 3점 미달) , (추가 적으로 경영과목을 이중전공 전공학점으로 인정받아야 하는 신청) 를 미완한 상태면 굳이 지금 낸 토익을 철회하지 않아도(사실 철회되는지도 모르겠습니다만ㅠ) 자동 졸유상태가 되는지 궁금합니다.. 늘 감사합니다..","['아 추가적으로 토익은 8월 만료, 원하는 졸업날짜는 21년 2월입니다!', '졸업인증(토익)까지 마친 상태에서 졸업학점을 다 채우게되면 학생은 졸업생 신분이 됩니다 따라서 현재의 졸업학점 미달 상태를 계속 유지해야 재학생 신분이 유지됩니다 다음학기에 학점을 충족하면 21년 2월에 졸업하게되니 그 때까지 학점 변경을 미루시길 바랍니다', '토익의 경우 이미 제출을 했다면 만료일자는 상관없습니다 인증은 끝난거니까요']","['익명(글쓴이)', '에타조교', '에타조교']","['parent', 'parent', 'parent']",129016832
"안녕하세요 조교님! 재수강 및 이중 신청에 대해 여쭙고자 글 남기게 되었습니다.1-1에 15학점 초수강,1-2에 13학점 초수강+6학점 재수강으로 수강했을 경우,1학년 총 이수 학점은 28학점이 되는건가요, 34학점이 되는건가요? 이 상황에서 이중전공 신청이 가능한지 궁금합니다.또, 만약 1-2까지 34학점을 못채웠을 경우 겨울 계절학기에 모자란 학점을 이수한다면 이중전공 배정때 반영이 될지 궁금합니다.항상 수고 많으십니다. 감사합니다!","['1-1에 21학점을 들었는데 1-2에 6학점을 재수강하면서 15학점으로 줄어든 것인가요? 일단 그걸 알아야 정확한 답을 드릴 수 있을 것 같습니다', '아니요 1-1엔 15학점을 듣고, 1-2엔 그 15학점 중 6힉점에 해당하는 수업을 재수강할 예정입니다.', '혹시 그 중에 F가 있나요? F는 미이수(0학점) 처리라 재수강을 하면 총 이수학점이 올라가거든요', '1-1에 총 18학점을 듣는데, 이때 3학점짜리 F가 생겼고 이건 다음학기 말고 나중에 재수강할 계획이라 아예 제외시켰습니다', '그럼 재수강을 했던 6학점은 D0~C+ 이라는건데 이 경우엔 이미 학점은 이수처리가 됐기 때문에 재수강을 해도 평점만 조정될 뿐 총 이수학점엔 변화가 없습니다 그렇다면 1-1학기는 재수강을 제외한 9학점, 1-2는 재수강을 포함한 19학점이 되므로 총 이수학점은 28학점이 됩니다 그리고 이중전공 신청 시 겨울계절학점은 포함되지 않습니다(1-2학기 학점까지만 반영)', '친절한 답변감사합니다 :) 복받으세요']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child', 'child', 'child']",128848082
"안녕하세요, 조교님.항상 수고하십니다.20-2학기 복학을 앞두고있는 18학번입니다.제가 18-1학기만 다니고 군복무를 했는데, 이때 너무 막장으로 다녀서 10학점만 이수하였습니다.이번 2학기에 복학해서 20학점을 꽉 채워 듣고 동계계절학기에서 3학점을 들어도 1학년 수료조건인 34학점을 못채우게 될 것 같습니다.이럴 경우, 제가 2학기와 계절학기에서 총 23학점을 이수하고, 내년 1학기에서 20학점을 듣는다고 치면 총 53학점을 듣게 되는건데, 이렇게 되면 2학년 1학기를 마쳤을때는 1학년 '수료'상태가 되는건가요?제가 어떻게서든 내년 2학기까지 70학점을 들으면 2학년 수료로 인정될 수 있나요?",['2학년 70학점 수료가 목표이시면 남은 3학기내로 채우시면 됩니다 중간에 1학년 수료는 1-2학기에 하든 2-1학기에 하든 그건 상관없고 학년 진급에도 지장 없습니다'],['에타조교'],['parent'],128680321
"안녕하세요 조교님 교직이수를 하는 도중 궁금한게있어서 여쭤봅니다교직 교과목에 중국어고문 (1),(2) 이런식으로 되어있는 과목들은 (1)과 (2)를 다들어야만 인정이 되나요? (1),(2)를 둘다듣지않고 하나만 들을시엔 인정되지 않는건가요ㅠ?","['(1), (2)로 나뉘어진 연강수업은 둘 다 이수해야 졸업학점으로 인정됩니다', '혹시 그게 어디에 적혀있는지 알 수 있을까요..? 그리고 (1),(2)가 각각 2학점씩이면 두개 다 이수하면 4학점 인정받는거 맞나요?', '1. 한국외대 학칙 제4편 졸업사정규정 상 1년간 이어지는 연강수업은 하나만 들을 시 졸업에 필요한 학점으로 산입하지 않는다고 되어있습니다 즉 둘다 들어야 인정됩니다 2. 네 그렇게 들으시면 4학점으로 인정됩니다', '한가지만더질문할게요ㅠ 원래 있었던 과목이 (1)을 듣고나니 사라지고 다른 과목이 된 경우는 어떡하죠? 그것도 12나눠져잇긴한데 제목이 아예 다른데 그러면 그 1은 아예 인정을 못받나요?', '그 과목이 (2)를 대체하는거라면 들으셔야 합니다 반대로 아예 과목 자체가 없어진거라면 기존에 들은 (1)은 졸업사정규정 상 예외적으로 인정됩니다 과목이 아예 폐지된건지, 새로운 과목으로 대체된건지의 여부는 개설 학과에 문의하셔야 알 수 있습니다']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child', 'child', 'child']",128655856
안녕하세요 조교님혹시 학사경고 받으면 학과 사무실에서 부모님께 전화 가나요..?아님 집으로 우편만 가나요?,"['학교에서 자택 주소로 우편을 보냅니다 학과에는 따로 통보되지 않습니다 (단 학사경고를 여러 차례 받으면 학과장 교수에게 통보될 수는 있음)', '종정시 주소로 우편이 가나요?', '그렇습니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",128644194
안녕하세요 조교님계절학기 과목을 신청하고 취소를 못했네요돈 안내면 저절로 사라지나요?,['1. 계절학기 전과목을 취소하는 경우엔 그냥 등록하지 않으면 됩니다 그럼 자동으로 계절학기 이수가 취소됩니다 2. 일부 과목만 취소하는 경우엔 일단 등록금을 전액 납부한 후 종합정보시스템 > 계절학기 환불 파트에서 수강취소(환불신청)을 해야합니다 신청 일정은 학교 홈피의 학사공지를 참고바랍니다'],['에타조교'],['parent'],128558306
안녕하세요 제가지금 지역전문가과정을 밟고있는데혹시 취소가 가능할까요?,"['학교 홈피 > 코어사업단 홈피 > 자료실에 있는 취소원서를 작성하여 학과장님 승인을 받은 후 코어사업단에 제출하면 됩니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'parent']",128460766
안녕하세요 조교님 항상 감사드립니다혹시 등록 휴학은 담 학기에 꼭 복학을 해야하나요 아님 1년도 가능한가요?,"['등록휴학도 허용된 범위 내에서 계속 할 수 있습니다 언제 복학하든 납부된 등록금은 유효합니다', '그렇군요 넵 정말 감사합니다~']","['에타조교', '익명(글쓴이)']","['parent', 'child']",128199663
"안녕하세요 조교님!수고많으십니다!다름이 아니라 이번학기 교환학생을 다녀왔는데 학과장한테 학점승인인정은 받았지만, 최종 성적표에 이수 시간이 과목별로 45시간으로 나옵니다. 파견 전에는 과목별 실라버스를 통해서 학과장님으로부터 학점인정 승인은 받았습니다. 실라버스에는 총 17주 수강으로 되어있지만, 기말고사 기한과 스터디브레이크 기간을 포함하지 않아서 성적표에는 45시간으로 나왔습니다,,그런데 국제교류팀 사이트에서 48시간 이상만 3학점으로 인정이 된다고 해서요,,,혹시 이 같은 경우 과목별로 2학점으로 학점인정 신청을 해야하는지 아니면 학과장님으로부터 학점인정신청서에 도장을 받고 학사지원팀에 내면 3학점으로 인정이 되는 것인지 궁금합니다ㅠㅜ항상 건강하시고 복 많이 받으세요❣️","['원칙적으로는 수업시수에 따라 1학점 당 16시간으로 계산합니다 따라서 3학점을 인정받고자 한다면 48시간을 이수해야 하는게 맞습니다 단 국가별, 대학별로 수업시간이나 학기제가 다른 경우가 있어 이로 인해 오차가 발생하는 경우가 종종 있습니다 학생이 언급하신 기말고사 기한 미적용, 스터디 브레이크 기간 등이 그런 경우인데 이 때는 학과 측에서 현지 대학의 사정을 고려해 학점을 승인해줍니다 학과장님 승인을 받았다고 하셨는데 서류상 3학점 인정이 승인되었다면 상관없으니 바로 국교팀에 제출하시면 됩니다']",['에타조교'],['parent'],127911459
